Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
ONDOUSDT,Buy,41,1.0914,1.09925808,1.058658,Bullish,2025-09-12T05:47:26.693579+00:00,2025-09-12T11:17:26.693579+05:30,Success,16,16.0,,5.04%,37.70903679704942,-0.00429825447315535,-0.003040808791864009,-0.0012574456812913404,1.1121846930857202,1.0998999999999999,1.0876153069142795,0.15404101100904546,-137.2492836676178,10.0,0.0,3.0,1.1008085630146425,0.005186178518905126,1.0932953125,-0.00286406249999982,-0.2619660458847728,,-21.27108604409844,,falling,-5566507.4,18.0,5.0,8.0,5.0,0.0,5.0,0.15404101100904546,37.70903679704942,-137.2492836676178,-0.0012574456812913404,0.005186178518905126,1.0932953125,,-21.27108604409844,,0.0,3.0,falling,-5566507.4,-0.00286406249999982,-0.2619660458847728,5.040000000000065,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
AVNTUSDT,Buy,42,0.32369,0.32602057,0.3139793,Bullish,2025-09-12T05:47:32.021868+00:00,2025-09-12T11:17:32.021868+05:30,Fail,28,,28.0,5.04%,66.57403794763249,0.004689501098595228,0.005264793626998226,-0.0005752925284029983,0.32569039614704093,0.3196295,0.3135686038529591,0.8349752166585469,119.25100325818188,10.0,3.0,0.0,0.3087075818417467,0.0054450440835303714,0.31767203125,0.0006612500000000021,0.20815493180122452,,29.73717194313914,,rising,14868717.0,8.0,9.0,15.0,5.0,0.0,5.0,0.8349752166585469,66.57403794763249,119.25100325818188,-0.0005752925284029983,0.0054450440835303714,0.31767203125,,29.73717194313914,,3.0,0.0,rising,14868717.0,0.0006612500000000021,0.20815493180122452,5.039999999999951,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,,
1000BONKUSDT,Buy,47,0.02493,0.0251095,0.0241821,Bullish,2025-09-12T05:47:34.691619+00:00,2025-09-12T11:17:34.691619+05:30,Success,33,33.0,,5.04%,63.616531702125585,7.259253145977876e-05,4.357150337801208e-05,2.902102808176668e-05,0.024921458383346324,0.02467485,0.02442824161665368,1.0173181798156503,178.81594365828383,10.0,3.0,0.0,0.024611244526717674,0.0001298686548110582,0.02479215625,4.710937499999984e-05,0.1900172559617514,,14.46464110486993,,rising,150217466.0,8.0,14.36314690389088,15.0,5.0,0.0,5.0,1.0173181798156503,63.616531702125585,178.81594365828383,2.902102808176668e-05,0.0001298686548110582,0.02479215625,,14.46464110486993,,3.0,0.0,rising,150217466.0,4.710937499999984e-05,0.1900172559617514,5.040000000000034,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.64}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
AAVEUSDT,Strong Buy,68,313.67,315.928424,304.2599,Bullish,2025-09-12T05:47:36.459384+00:00,2025-09-12T11:17:36.459384+05:30,Success,518,518.0,,5.04%,73.73070540231318,0.8159767169036627,0.5084661985188781,0.3075105183847846,313.49178259115723,311.08450000000005,308.67721740884286,1.0370163040885687,171.89583148165246,10.0,3.0,0.0,310.5294082764277,0.6988139695117469,312.38218750000004,0.5173437500000091,0.1656124358883328,,31.072093514493282,,rising,17606.7,8.0,19.561111773983747,15.0,5.0,0.0,5.0,1.0370163040885687,73.73070540231318,171.89583148165246,0.3075105183847846,0.6988139695117469,312.38218750000004,,31.072093514493282,,3.0,0.0,rising,17606.7,0.5173437500000091,0.1656124358883328,5.03999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,,0.5173437500000091,0.1656124358883328,53.0,61.0,True,0.880092647831979,0.1656124358883328,False,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
BIOUSDT,Buy,41,0.15094,0.15202677,0.1464118,Bullish,2025-09-12T05:47:37.338772+00:00,2025-09-12T11:17:37.338772+05:30,Success,24,24.0,,5.04%,36.436676210363316,-0.0007271242434032099,-0.0005435377632675052,-0.00018358648013570475,0.15437426684646266,0.152279,0.15018373315353734,0.18047029373357007,-120.45438992677708,10.0,0.0,3.0,0.1528276005224052,0.0008421839473689407,0.15168343750000002,-0.0002135937499999907,-0.14081547301431027,,-25.435270549630967,,falling,-19911993.0,18.0,5.0,8.0,5.0,0.0,5.0,0.18047029373357007,36.436676210363316,-120.45438992677708,-0.00018358648013570475,0.0008421839473689407,0.15168343750000002,,-25.435270549630967,,0.0,3.0,falling,-19911993.0,-0.0002135937499999907,-0.14081547301431027,5.039999999999944,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
ARBUSDT,Buy,47,0.5353,0.53915416,0.519241,Bullish,2025-09-12T05:47:38.220397+00:00,2025-09-12T11:17:38.220397+05:30,Inconclusive,600,,,5.04%,65.02235785673675,0.0010859475514870542,0.0007368771782916087,0.0003490703731954455,0.535184115306849,0.5319750000000001,0.5287658846931512,1.0180555514636271,167.01597503609676,10.0,3.0,0.0,0.5310412931142907,0.0015535948313748315,0.5332,0.0004750000000001142,0.08908477119281963,,19.496351348007956,,rising,4576062.1,8.0,14.39245418915109,15.0,5.0,0.0,5.0,1.0180555514636271,65.02235785673675,167.01597503609676,0.0003490703731954455,0.0015535948313748315,0.5332,,19.496351348007956,,3.0,0.0,rising,4576062.1,0.0004750000000001142,0.08908477119281963,5.040000000000067,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.61}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
WIFUSDT,Buy,44,0.9296,0.93629312,0.901712,Bullish,2025-09-12T05:47:39.989683+00:00,2025-09-12T11:17:39.989683+05:30,Fail,245,,245.0,5.04%,62.725716513371474,0.0025062237290802702,0.0022164059736638968,0.0002898177554163735,0.9316231803049505,0.9248000000000001,0.9179768196950496,0.8517421338343764,110.58028431601065,10.0,3.0,0.0,0.9209834872358683,0.0028843876050925784,0.9288359374999999,0.0007046874999998565,0.07586781169304795,,20.58308503952014,,rising,6400477.899999999,8.0,11.411474143666524,15.0,5.0,0.0,5.0,0.8517421338343764,62.725716513371474,110.58028431601065,0.0002898177554163735,0.0028843876050925784,0.9288359374999999,,20.58308503952014,,3.0,0.0,rising,6400477.899999999,0.0007046874999998565,0.07586781169304795,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.59}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
UNIUSDT,Buy,43,10.147,10.2200584,9.84259,Bullish,2025-09-12T05:47:40.872337+00:00,2025-09-12T11:17:40.872337+05:30,Inconclusive,600,,,5.04%,67.00529863460937,0.0195617882245962,0.01262715682188488,0.006934631402711319,10.140961667627888,10.084,10.027038332372111,1.053003472541909,160.39644012944856,10.0,3.0,0.0,10.064791707134786,0.027061813917670687,10.114546874999998,0.00985937499999956,0.09747717937190895,,21.593923911753816,,rising,558056.0,8.0,10.15003688117138,15.0,5.0,0.0,5.0,1.053003472541909,67.00529863460937,160.39644012944856,0.006934631402711319,0.027061813917670687,10.114546874999998,,21.593923911753816,,3.0,0.0,rising,558056.0,0.00985937499999956,0.09747717937190895,5.0400000000000515,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.85}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
XLMUSDT,Buy,59,0.3978,0.40066416,0.385866,Bullish,2025-09-12T05:47:41.779531+00:00,2025-09-12T11:17:41.779531+05:30,Inconclusive,600,,,5.04%,71.99777769406433,0.0008331571907055357,0.0005603511460410256,0.00027280604466451016,0.39780449615337593,0.39518600000000004,0.39256750384662414,0.9991414626731173,167.97983313820419,10.0,3.0,0.0,0.3947992461491535,0.0007663673383796508,0.39663125,0.00011265625000000945,0.028403271300486147,,28.299911056282482,,rising,16369380.0,8.0,17.54335087634535,15.0,5.0,0.0,5.0,0.9991414626731173,71.99777769406433,167.97983313820419,0.00027280604466451016,0.0007663673383796508,0.39663125,,28.299911056282482,,3.0,0.0,rising,16369380.0,0.00011265625000000945,0.028403271300486147,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,,0.00011265625000000945,0.028403271300486147,51.0,59.0,False,0.7119459063621126,0.028403271300486147,False,conditions_not_met,,,
DOTUSDT,Buy,60,4.245,4.275564,4.11765,Bullish,2025-09-12T05:47:42.663414+00:00,2025-09-12T11:17:42.663414+05:30,Inconclusive,600,,,5.04%,66.58424105542834,0.004258213784811282,0.0009217698505732742,0.003336443934238008,4.242445803222439,4.22395,4.205454196777562,1.0690480090765302,192.30769230768354,10.0,3.0,0.0,4.227795801586379,0.007713017814423465,4.233750000000001,0.003828125000000071,0.0904192500738133,,13.867400452027507,,rising,426141.6000000001,8.0,19.381754113412175,15.0,5.0,0.0,5.0,1.0690480090765302,66.58424105542834,192.30769230768354,0.003336443934238008,0.007713017814423465,4.233750000000001,,13.867400452027507,,3.0,0.0,rising,426141.6000000001,0.003828125000000071,0.0904192500738133,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,,0.003828125000000071,0.0904192500738133,52.0,60.0,False,0.8651461761176812,0.0904192500738133,False,conditions_not_met,,,
DAMUSDT,Buy,40,0.07583,0.07637598,0.0735551,Bullish,2025-09-12T05:47:46.195727+00:00,2025-09-12T11:17:46.195727+05:30,Success,17,17.0,,5.04%,51.04429718309468,0.0001431080498781323,0.0004284992206106323,-0.0002853911707325,0.07911784589214413,0.0765065,0.07389515410785588,0.3704690937276506,-18.61900202149232,10.0,3.0,0.0,0.07444882891870032,0.001819819649464757,0.07428671875000001,-0.00016843750000000712,-0.22673972256986663,,2.8042599051177795,,falling,-44327698.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3704690937276506,51.04429718309468,-18.61900202149232,-0.0002853911707325,0.001819819649464757,0.07428671875000001,,2.8042599051177795,,3.0,0.0,falling,-44327698.0,-0.00016843750000000712,-0.22673972256986663,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
TAOUSDT,Buy,45,358.28,360.859616,347.5316,Bullish,2025-09-12T05:47:47.081391+00:00,2025-09-12T11:17:47.081391+05:30,Fail,281,,281.0,5.04%,64.21960510398912,0.4355668215513333,0.18923668383161463,0.24633013771971868,358.3390557800984,356.601,354.8629442199016,0.9830109652478751,191.0882604969977,10.0,3.0,0.0,356.8288460401679,0.7813360976364753,357.546875,0.16703124999997954,0.04671590263513827,,15.366482039829545,,rising,4518.137000000001,8.0,11.56642797274654,15.0,5.0,0.0,5.0,0.9830109652478751,64.21960510398912,191.0882604969977,0.24633013771971868,0.7813360976364753,357.546875,,15.366482039829545,,3.0,0.0,rising,4518.137000000001,0.16703124999997954,0.04671590263513827,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.43}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
TIAUSDT,Buy,48,1.8359,1.84911848,1.780823,Bullish,2025-09-12T05:47:50.636500+00:00,2025-09-12T11:17:50.636500+05:30,Fail,361,,361.0,5.04%,70.00247958101248,0.007394008552543463,0.0045250088774383135,0.0028689996751051494,1.8426410371319293,1.8154400000000002,1.788238962868071,0.8760886009744012,116.64765508351262,10.0,3.0,0.0,1.8128761539762497,0.006309134265880916,1.8365203124999998,0.004192187499999944,0.22826796259570065,,31.335094354182008,,rising,1951467.0,8.0,14.913698980046913,15.0,5.0,0.0,5.0,0.8760886009744012,70.00247958101248,116.64765508351262,0.0028689996751051494,0.006309134265880916,1.8365203124999998,,31.335094354182008,,3.0,0.0,rising,1951467.0,0.004192187499999944,0.22826796259570065,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.09}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
TRXUSDT,Buy,45,0.34847,0.35097898,0.3380159,Bullish,2025-09-12T05:47:53.268548+00:00,2025-09-12T11:17:53.268548+05:30,Inconclusive,600,,,5.04%,46.31802257384455,3.0200001826630185e-05,0.00015299241227677198,-0.0001227924104501418,0.3497565634848538,0.348825,0.3478934365151462,0.3094601142209267,-65.26982002704077,10.0,3.0,0.0,0.348412539232357,0.0003924490530086967,0.34899249999999993,-0.0002743750000000489,-0.07861916803371102,,2.4336649643108856,,falling,-315426.0,6.0,9.0,15.0,10.0,0.0,5.0,0.3094601142209267,46.31802257384455,-65.26982002704077,-0.0001227924104501418,0.0003924490530086967,0.34899249999999993,,2.4336649643108856,,3.0,0.0,falling,-315426.0,-0.0002743750000000489,-0.07861916803371102,5.039999999999983,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,,
CRVUSDT,Buy,40,0.83,0.835976,0.8051,Bullish,2025-09-12T05:47:54.160511+00:00,2025-09-12T11:17:54.160511+05:30,Success,4,4.0,,5.04%,58.29267544405044,0.001040867189516237,0.0006469907620647279,0.000393876427451509,0.8308689149948535,0.8269499999999999,0.8230310850051462,0.8891383206838372,158.87850467289732,10.0,3.0,0.0,0.8261506972063704,0.002757659843769199,0.82859375,0.0006093750000000231,0.0735432773901593,,10.52696924732192,,rising,928192.7,8.0,7.42791888571569,15.0,5.0,0.0,5.0,0.8891383206838372,58.29267544405044,158.87850467289732,0.000393876427451509,0.002757659843769199,0.82859375,,10.52696924732192,,3.0,0.0,rising,928192.7,0.0006093750000000231,0.0735432773901593,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.57}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
HBARUSDT,Buy,43,0.24495,0.24671364,0.2376015,Bullish,2025-09-12T05:47:55.932403+00:00,2025-09-12T11:17:55.932403+05:30,Inconclusive,600,,,5.04%,65.40034608260231,0.000538300434444472,0.0005038707281340466,3.4429706310425395e-05,0.24493710981043376,0.24391399999999996,0.24289089018956617,1.0062995142040392,220.8588957055231,10.0,3.0,0.0,0.24283031041987016,0.0006887619368894164,0.24425765624999998,2.8124999999989964e-05,0.0115144804186624,,21.78984532486085,,rising,4699824.0,8.0,10.199707630741038,15.0,5.0,0.0,5.0,1.0062995142040392,65.40034608260231,220.8588957055231,3.4429706310425395e-05,0.0006887619368894164,0.24425765624999998,,21.78984532486085,,3.0,0.0,rising,4699824.0,2.8124999999989964e-05,0.0115144804186624,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.8}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
FILUSDT,Buy,60,2.545,2.563324,2.46865,Bullish,2025-09-12T05:48:00.401443+00:00,2025-09-12T11:18:00.401443+05:30,Inconclusive,600,,,5.04%,66.95743977212922,0.0033004924041044603,0.0012226148750363827,0.0020778775290680777,2.5438050624883366,2.53095,2.518094937511663,1.0464773124497637,182.82059764031897,10.0,3.0,0.0,2.531837305386828,0.005125273625975591,2.537625,0.0027343749999997335,0.10775331264468681,,18.20735580585609,,rising,387992.2,8.0,18.73002893833621,15.0,5.0,0.0,5.0,1.0464773124497637,66.95743977212922,182.82059764031897,0.0020778775290680777,0.005125273625975591,2.537625,,18.20735580585609,,3.0,0.0,rising,387992.2,0.0027343749999997335,0.10775331264468681,5.039999999999941,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,,0.0027343749999997335,0.10775331264468681,52.0,60.0,False,0.8108357448613509,0.10775331264468681,False,conditions_not_met,,,
1000SHIBUSDT,Buy,49,0.013379,0.01347533,0.01297763,Bullish,2025-09-12T05:48:01.761103+00:00,2025-09-12T11:18:01.761103+05:30,Inconclusive,600,,,5.04%,61.83941710590789,8.65870672081201e-06,1.5500147921789313e-06,7.108691928633078e-06,0.01337630868008917,0.01332885,0.013281391319910829,1.0283543485172029,171.6241737488156,10.0,3.0,0.0,0.013328202432295405,2.2783134158164987e-05,0.0133575,7.765625000001261e-06,0.05813681452368528,,9.40790700261642,,rising,128058977.0,8.0,16.488372982522748,15.0,5.0,0.0,5.0,1.0283543485172029,61.83941710590789,171.6241737488156,7.108691928633078e-06,2.2783134158164987e-05,0.0133575,,9.40790700261642,,3.0,0.0,rising,128058977.0,7.765625000001261e-06,0.05813681452368528,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
YGGUSDT,Strong Buy,68,0.222,0.2235984,0.21534,Bullish,2025-09-12T05:48:03.104061+00:00,2025-09-12T11:18:03.104061+05:30,Success,1,1.0,,5.04%,85.83204167136024,0.008967825520149464,0.005801578179195768,0.0031662473409536955,0.21805302844134716,0.19297,0.16788697155865284,1.078678130272073,191.41327946315585,10.0,3.0,0.0,0.1868071394423777,0.005211352204418773,0.20509999999999998,0.0045109374999999785,2.1993844466113988,,59.52299554469433,,rising,93976683.0,8.0,20.0,15.0,5.0,0.0,5.0,1.078678130272073,85.83204167136024,191.41327946315585,0.0031662473409536955,0.005211352204418773,0.20509999999999998,,59.52299554469433,,3.0,0.0,rising,93976683.0,0.0045109374999999785,2.1993844466113988,5.039999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,,0.0045109374999999785,2.1993844466113988,53.0,61.0,True,1.2151346586281362,2.1993844466113988,False,,61.0,68.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
EIGENUSDT,Buy,46,1.4862,1.49690064,1.441614,Bullish,2025-09-12T05:48:04.453909+00:00,2025-09-12T11:18:04.453909+05:30,Fail,376,,376.0,5.04%,57.080118006723616,0.0009506169137942777,-0.00017693693451934512,0.0011275538483136228,1.4854928736968294,1.4790400000000001,1.472587126303171,1.0547915809601283,169.79218267167624,10.0,3.0,0.0,1.4815402900181633,0.006471917694430303,1.4812109375000002,0.0009781250000000519,0.06603549671668905,,3.9131208399959365,,rising,431156.1,8.0,13.181340622241805,15.0,5.0,0.0,5.0,1.0547915809601283,57.080118006723616,169.79218267167624,0.0011275538483136228,0.006471917694430303,1.4812109375000002,,3.9131208399959365,,3.0,0.0,rising,431156.1,0.0009781250000000519,0.06603549671668905,5.040000000000019,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.82}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
ETCUSDT,Buy,60,21.636,21.7917792,20.98692,Bullish,2025-09-12T05:48:05.794448+00:00,2025-09-12T11:18:05.794448+05:30,Inconclusive,600,,,5.04%,69.53036091800483,0.034905393559235165,0.01618792923430391,0.018717464324931255,21.60532989803637,21.48155,21.357770101963627,1.1238896721122569,208.64323562296266,10.0,3.0,0.0,21.47437114342185,0.044039792813740306,21.546296875,0.021609375000000597,0.1002927562233387,,21.10119672451934,,rising,128588.78000000003,8.0,19.200301025444308,15.0,5.0,0.0,5.0,1.1238896721122569,69.53036091800483,208.64323562296266,0.018717464324931255,0.044039792813740306,21.546296875,,21.10119672451934,,3.0,0.0,rising,128588.78000000003,0.021609375000000597,0.1002927562233387,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,,0.021609375000000597,0.1002927562233387,52.0,60.0,False,0.8500250854536924,0.1002927562233387,False,conditions_not_met,,,
