Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct
BTCUSDT,Buy,44,110635.9,111432.47848,109750.8128,Bullish,2025-09-07T03:24:59.490653+00:00,2025-09-07T08:54:59.490653+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.67}]}",Inconclusive,300,,,5.04%,67.92457195851145,4.695702417279321,110650.03437556622,110516.85,110383.6656244338,0.9469368103197777,158.9572071516101,10.0,3.0,0.0,110396.75174165814,48.2703772329274,110598.33125,,30.665927678330547,,rising,194.59999999999127,0.9469368103197777,67.92457195851145,158.9572071516101,4.695702417279321,48.2703772329274,110598.33125,,30.665927678330547,,3.0,0.0,rising,5.039999999999978
SOLUSDT,Buy,42,202.85,204.31052,201.2272,Bullish,2025-09-07T03:25:02.369704+00:00,2025-09-07T08:55:02.369704+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Inconclusive,300,,,5.04%,62.57642345301231,-0.00875209416046252,203.0764964317471,202.4865,201.8965035682529,0.8080527105253775,101.79694519318033,10.0,3.0,0.0,201.8485650804593,0.31127869485376075,202.8703125,,25.86759857915142,,falling,-0.0800000000000125,0.8080527105253775,62.57642345301231,101.79694519318033,-0.00875209416046252,0.31127869485376075,202.8703125,,25.86759857915142,,3.0,0.0,falling,5.040000000000009
SOMIUSDT,Buy,42,1.0789,1.0961624,1.057322,Bullish,2025-09-07T03:25:05.236541+00:00,2025-09-07T08:55:05.236541+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.91}]}",Fail,26,,26.0,11.20%,59.40003946835309,0.00428333380179075,1.088035521528932,1.0529600000000001,1.0178844784710683,0.8697735467540153,129.810118399707,10.0,3.0,0.0,1.0401778537753248,0.020214584905955187,1.0698421875,,13.494097932218674,,rising,0.040899999999999936,0.8697735467540153,59.40003946835309,129.810118399707,0.00428333380179075,0.020214584905955187,1.0698421875,,13.494097932218674,,3.0,0.0,rising,11.199999999999935
ENAUSDT,Buy,50,0.7489,0.75429208,0.7429088,Bullish,2025-09-07T03:25:08.054292+00:00,2025-09-07T08:55:08.054292+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 15, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,24,,24.0,5.04%,73.18144911450491,0.0008076090724123573,0.7514627878975624,0.7409800000000001,0.7304972121024378,0.8777621028582325,115.47778300010683,10.0,3.0,0.0,0.7386543264362807,0.0024687803619711885,0.749778125,,37.58596980111949,,rising,0.0131,0.8777621028582325,73.18144911450491,115.47778300010683,0.0008076090724123573,0.0024687803619711885,0.749778125,,37.58596980111949,,3.0,0.0,rising,5.0400000000000205
BNBUSDT,Buy,46,867.15,873.39348,860.2128,Bullish,2025-09-07T03:25:19.407046+00:00,2025-09-07T08:55:19.407046+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.82}]}",Success,283,283.0,,5.04%,70.2108322021677,0.33847742477429676,867.9794829420431,864.1030000000001,860.226517057957,0.8930108871308549,121.5276400513052,10.0,3.0,0.0,863.2022844819004,0.884677552719288,867.1115625,,30.809432381068035,,rising,3.6000000000000227,0.8930108871308549,70.2108322021677,121.5276400513052,0.33847742477429676,0.884677552719288,867.1115625,,30.809432381068035,,3.0,0.0,rising,5.039999999999982
BCHUSDT,Buy,44,602.28,606.616416,597.46176,Bullish,2025-09-07T03:25:22.280869+00:00,2025-09-07T08:55:22.280869+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.22}]}",Fail,52,,52.0,5.04%,67.48568125614831,0.7390287208910991,606.0241140464058,597.1045,588.1848859535943,0.7901190552121181,89.86065071116109,10.0,3.0,0.0,596.2256231486421,1.6458895161828553,603.4356250000001,,35.35841861197339,,rising,8.120000000000005,0.7901190552121181,67.48568125614831,89.86065071116109,0.7390287208910991,1.6458895161828553,603.4356250000001,,35.35841861197339,,3.0,0.0,rising,5.039999999999983
PTBUSDT,Buy,44,0.04772,0.04848352,0.0467739,Bullish,2025-09-07T03:25:25.099860+00:00,2025-09-07T08:55:25.099860+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",Fail,10,,10.0,11.20%,31.180452921193833,-0.00018812384913683864,0.0504347623723841,0.049126,0.04781723762761591,-0.03714869470107805,-200.19911304190438,10.0,0.0,3.0,0.04921166037614861,0.00052560868681145,0.04844984375,,-20.092609928003863,,falling,-0.00247,-0.03714869470107805,31.180452921193833,-200.19911304190438,-0.00018812384913683864,0.00052560868681145,0.04844984375,,-20.092609928003863,,0.0,3.0,falling,11.199999999999951
LINKUSDT,Buy,40,22.4,22.56128,22.2208,Bullish,2025-09-07T03:25:26.524570+00:00,2025-09-07T08:55:26.524570+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.51}]}",Inconclusive,300,,,5.04%,64.69509834882095,0.0045732715401402835,22.40578783657791,22.34005,22.274312163422092,0.9559778897571949,184.82092237913744,10.0,3.0,0.0,22.29223023729658,0.03141053931125248,22.36946875,,22.016729117132876,,rising,0.05699999999999861,0.9559778897571949,64.69509834882095,184.82092237913744,0.0045732715401402835,0.03141053931125248,22.36946875,,22.016729117132876,,3.0,0.0,rising,5.0400000000000444
1000PEPEUSDT,Buy,40,0.0097259,0.00979593,0.00964809,Bullish,2025-09-07T03:25:29.425965+00:00,2025-09-07T08:55:29.425965+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,146,146.0,,5.04%,51.49459287941996,-4.646875281894304e-06,0.0097598861554699,0.00973514,0.0097103938445301,0.31330433304603617,-61.008932056668996,10.0,3.0,0.0,0.009703238543317116,1.4583378395148832e-05,0.0097354921875,,12.220349898166065,,falling,-2.8499999999999012e-05,0.31330433304603617,51.49459287941996,-61.008932056668996,-4.646875281894304e-06,1.4583378395148832e-05,0.0097354921875,,12.220349898166065,,3.0,0.0,falling,5.0400000000000444
ADAUSDT,Buy,41,0.8271,0.83305512,0.8204832,Bullish,2025-09-07T03:25:30.835191+00:00,2025-09-07T08:55:30.835191+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.16}]}",Inconclusive,300,,,5.04%,69.95120955012027,0.00016883839070151816,0.827141176261644,0.8245699999999999,0.8219988237383559,0.9919927190021413,189.85327912321512,10.0,3.0,0.0,0.8227348398140254,0.001056167564255873,0.8260046875,,32.2488704640208,,rising,0.0024999999999999467,0.9919927190021413,69.95120955012027,189.85327912321512,0.00016883839070151816,0.001056167564255873,0.8260046875,,32.2488704640208,,3.0,0.0,rising,5.039999999999983
