Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
MYXUSDT,Sell,43,17.751,17.6231928,18.28353,Bearish,2025-09-11T08:47:24.987437+00:00,2025-09-11T14:17:24.987437+05:30,Fail,24,,24.0,5.04%,64.1227526785517,-0.03201117763974892,-0.08977731207094322,0.0577661344311943,17.73583974910627,17.255200000000002,16.774560250893735,1.015770908379844,169.17467308640198,-10.0,3.0,0.0,17.36862801439579,0.2468108148802634,16.971921875,0.03559375000000031,0.20972138725450215,,-4.976405448252443,,rising,1508525.0,26.0,4.0,8.0,0.0,0.0,5.0,1.015770908379844,64.1227526785517,169.17467308640198,0.0577661344311943,0.2468108148802634,16.971921875,,-4.976405448252443,,3.0,0.0,rising,1508525.0,0.03559375000000031,0.20972138725450215,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,43,Sell,43
LINEAUSDT,Buy,41,0.02451,0.02468647,0.0237747,Bearish,2025-09-11T08:47:27.631614+00:00,2025-09-11T14:17:27.631614+05:30,Success,12,12.0,,5.04%,63.105763263270795,9.029162806625454e-05,3.4487846885425384e-06,8.684284337771201e-05,0.024434280270078566,0.023835000000000002,0.023235719729921438,1.0631755571658545,182.1244550138717,-10.0,3.0,0.0,0.02398587891285358,0.000310530496144955,0.0241440625,5.140624999999677e-05,0.2129146658728073,,8.089395591687596,,rising,591731986.0,8.0,15.71183109852172,7.0,5.0,0.0,5.0,1.0631755571658545,63.105763263270795,182.1244550138717,8.684284337771201e-05,0.000310530496144955,0.0241440625,,8.089395591687596,,3.0,0.0,rising,591731986.0,5.140624999999677e-05,0.2129146658728073,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
OPENUSDT,Sell,41,0.9663,0.95934264,0.995289,Bearish,2025-09-11T08:47:42.387338+00:00,2025-09-11T14:17:42.387338+05:30,Success,31,31.0,,5.04%,53.976733314169486,-0.0019295458863151094,-0.0036360328881977,0.0017064870018825905,0.9669624019754841,0.959615,0.9522675980245159,0.9549227075302072,153.14018730575495,-10.0,0.0,3.0,0.9713481608970052,0.005925592180387711,0.96184375,-9.375000000011458e-05,-0.00974690535756089,,-11.617818474199638,,falling,-699386.0,12.0,4.0,15.0,5.0,0.0,5.0,0.9549227075302072,53.976733314169486,153.14018730575495,0.0017064870018825905,0.005925592180387711,0.96184375,,-11.617818474199638,,0.0,3.0,falling,-699386.0,-9.375000000011458e-05,-0.00974690535756089,5.040000000000017,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Sell,41
FARTCOINUSDT,Sell,41,0.8759,0.86959352,0.902177,Bearish,2025-09-11T08:47:44.976284+00:00,2025-09-11T14:17:44.976284+05:30,Success,161,161.0,,5.04%,44.73470628728576,-0.0005208697782317362,-2.2065160307815904e-05,-0.0004988046179239203,0.8835609513175542,0.8790100000000001,0.874459048682446,0.15831319838513375,-102.43871857563258,-10.0,0.0,3.0,0.878694978934369,0.0031364291221422317,0.8768156249999999,-0.0008203125000000311,-0.09355587156650307,,-3.9008883623248307,,rising,155486.80000000045,8.0,7.8168599907647485,15.0,5.0,0.0,5.0,0.15831319838513375,44.73470628728576,-102.43871857563258,-0.0004988046179239203,0.0031364291221422317,0.8768156249999999,,-3.9008883623248307,,0.0,3.0,rising,155486.80000000045,-0.0008203125000000311,-0.09355587156650307,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.18}]}",False,not_in_gap_or_already_strong,41,Sell,41
PTBUSDT,Buy,40,0.04645,0.04678444,0.0450565,Bearish,2025-09-11T08:47:52.792371+00:00,2025-09-11T14:17:52.792371+05:30,Success,1,1.0,,5.04%,65.72425282843018,0.000976419514300754,0.0004575191082072538,0.0005189004060935002,0.04764727984766476,0.043798500000000004,0.03994972015233525,0.8444598164803828,134.56428610162138,-10.0,3.0,0.0,0.04374174472672519,0.0010883145224695788,0.04591624999999999,0.0008671874999999912,1.8886287534369453,,33.59862078354776,,rising,215525005.0,8.0,15.443024501763105,7.0,5.0,0.0,5.0,0.8444598164803828,65.72425282843018,134.56428610162138,0.0005189004060935002,0.0010883145224695788,0.04591624999999999,,33.59862078354776,,3.0,0.0,rising,215525005.0,0.0008671874999999912,1.8886287534369453,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40,Buy,40
OMNIUSDT,Sell,44,3.575,3.54926,3.68225,Bearish,2025-09-11T08:48:00.632373+00:00,2025-09-11T14:18:00.632373+05:30,Success,36,36.0,,5.04%,66.0188730725352,0.004666504930528781,0.0006444039695980321,0.004022100960930749,3.5736768361465745,3.54855,3.5234231638534257,1.026329694787421,178.92243931320408,-10.0,0.0,3.0,3.559587820047155,0.011836024745235806,3.5644531249999996,0.0030468750000003375,0.08547945205480399,,12.723328303688733,,rising,414849.61000000004,26.0,0.0,8.0,5.0,0.0,5.0,1.026329694787421,66.0188730725352,178.92243931320408,0.004022100960930749,0.011836024745235806,3.5644531249999996,,12.723328303688733,,0.0,3.0,rising,414849.61000000004,0.0030468750000003375,0.08547945205480399,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44,Sell,44
PLUMEUSDT,Sell,40,0.11317,0.11235518,0.1165651,Bearish,2025-09-11T08:48:06.722975+00:00,2025-09-11T14:18:06.722975+05:30,Success,182,182.0,,5.04%,49.94135277544968,-4.01137894289888e-05,-0.00023199425235192098,0.00019188046292293218,0.11393000835419066,0.11267,0.11140999164580935,0.6984113828837137,77.99572568188168,-10.0,0.0,3.0,0.11383845339883192,0.0005446993377421466,0.11369937499999999,0.00016968750000000143,0.14924224517505172,,-2.4757853452193386,,rising,265855.0,6.0,9.0,15.0,5.0,0.0,5.0,0.6984113828837137,49.94135277544968,77.99572568188168,0.00019188046292293218,0.0005446993377421466,0.11369937499999999,,-2.4757853452193386,,0.0,3.0,rising,265855.0,0.00016968750000000143,0.14924224517505172,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40,Sell,40
IPUSDT,Sell,46,10.14,10.066992,10.4442,Bearish,2025-09-11T08:48:13.643926+00:00,2025-09-11T14:18:13.643926+05:30,Success,205,205.0,,5.04%,52.72302828166747,-0.005782273375315228,-0.013717609312074117,0.00793533593675889,10.149097702747753,10.1129,10.076702297252247,0.8743331474492965,166.35243841126305,-10.0,0.0,3.0,10.153020975684399,0.026754887590749517,10.11115625,0.006515625000000469,0.06443995957436094,,-7.463162805989936,,falling,-13424.199999999995,12.0,9.0,15.0,5.0,0.0,5.0,0.8743331474492965,52.72302828166747,166.35243841126305,0.00793533593675889,0.026754887590749517,10.11115625,,-7.463162805989936,,0.0,3.0,falling,-13424.199999999995,0.006515625000000469,0.06443995957436094,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,46,Sell,46
DAMUSDT,Sell,40,0.06069,0.06025303,0.0625107,Bearish,2025-09-11T08:48:14.513237+00:00,2025-09-11T14:18:14.513237+05:30,Success,2,2.0,,5.04%,60.154852711722064,-1.95341386632214e-06,-0.00016755537015322445,0.00016560195628690231,0.06091742415802827,0.05957950000000001,0.058241575841971746,0.915008576284537,124.42357850808484,-10.0,0.0,3.0,0.06001926487818416,0.000863970016084549,0.0588159375,0.00025203124999999965,0.4285084293691649,,-0.302930345553975,,falling,-766967.0,18.0,4.0,8.0,5.0,0.0,5.0,0.915008576284537,60.154852711722064,124.42357850808484,0.00016560195628690231,0.000863970016084549,0.0588159375,,-0.302930345553975,,0.0,3.0,falling,-766967.0,0.00025203124999999965,0.4285084293691649,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40,Sell,40
QUSDT,Sell,40,0.015561,0.01544896,0.01602783,Bearish,2025-09-11T08:48:15.404410+00:00,2025-09-11T14:18:15.404410+05:30,Success,3,3.0,,5.04%,47.11428774043643,5.287260001625091e-05,0.0001191127387520753,-6.624013873582439e-05,0.01628696276251795,0.0157794,0.01527183723748205,0.2848541932858246,-68.5319963340339,-10.0,0.0,3.0,0.015572754231268214,0.0002549803801923356,0.015869171875,-9.518749999999979e-05,-0.599826511110869,,6.51343343601314,,rising,110472602.0,4.0,11.234845710327212,15.0,5.0,0.0,5.0,0.2848541932858246,47.11428774043643,-68.5319963340339,-6.624013873582439e-05,0.0002549803801923356,0.015869171875,,6.51343343601314,,0.0,3.0,rising,110472602.0,-9.518749999999979e-05,-0.599826511110869,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.77}]}",False,not_in_gap_or_already_strong,40,Sell,40
