Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,CONFL_FLAG__RSI__30___CVD_falling,SUPERVISOR__reason
MUSDT,Buy,42,2.3247,2.34143784,2.254959,Bullish,2025-09-13T11:04:37.854144+00:00,2025-09-13T16:34:37.854144+05:30,Success,16,16.0,,5.04%,65.2447709418423,0.016371342686500867,0.012186863669200115,0.0041844790173007525,2.342470444017346,2.28747,2.2324695559826537,0.8384518131186215,105.16352977121592,5.0,3.0,0.0,2.2783425526775183,0.02118383700028803,2.3333421875000004,0.00968593750000002,0.41511003194854024,,25.79747999938318,,rising,324694.0,8.0,8.740760439851032,15.0,5.0,0.0,5.0,0.8384518131186215,65.2447709418423,105.16352977121592,0.0041844790173007525,0.02118383700028803,2.3333421875000004,,25.79747999938318,,3.0,0.0,rising,324694.0,0.00968593750000002,0.41511003194854024,5.039999999999934,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.26}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,,
VELVETUSDT,Buy,56,0.14134,0.14235765,0.1370998,Bullish,2025-09-13T11:04:38.799448+00:00,2025-09-13T16:34:38.799448+05:30,Success,2,2.0,,5.04%,24.67244315806012,-0.005336354171854685,-0.005692955041032816,0.00035660086917813083,0.15684184455112526,0.14847349999999998,0.1401051554488747,0.07378069483045177,-120.34631253533462,5.0,0.0,3.0,0.1594310887791731,0.003609929189313891,0.14305874999999998,-9.125000000001493e-05,-0.06378498344212775,,-46.87162648345541,,falling,-16636337.0,24.0,2.370800204505332,8.0,5.0,12.0,5.0,0.07378069483045177,24.67244315806012,-120.34631253533462,0.00035660086917813083,0.003609929189313891,0.14305874999999998,,-46.87162648345541,,0.0,3.0,falling,-16636337.0,-9.125000000001493e-05,-0.06378498344212775,5.040000000000049,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 9, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 17.63}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,56,,,-9.125000000001493e-05,-0.06378498344212775,,,,,,,,1.0,
ARBUSDT,Buy,46,0.5524,0.55637728,0.535828,Bullish,2025-09-13T11:04:40.687055+00:00,2025-09-13T16:34:40.687055+05:30,Success,142,142.0,,5.04%,48.276857366001686,0.000901537748315473,0.0015272735261408937,-0.0006257357778254207,0.5573548792929376,0.55433,0.5513051207070624,0.18097900559105023,-105.93140041690329,5.0,3.0,0.0,0.550915955960192,0.0016273938071594016,0.5542453125,-0.0008593749999999956,-0.15505318324185116,,15.357460665036736,,falling,-4428172.9,12.0,4.0,15.0,10.0,0.0,5.0,0.18097900559105023,48.276857366001686,-105.93140041690329,-0.0006257357778254207,0.0016273938071594016,0.5542453125,,15.357460665036736,,3.0,0.0,falling,-4428172.9,-0.0008593749999999956,-0.15505318324185116,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
UNIUSDT,Buy,46,10.248,10.3217856,9.94056,Bullish,2025-09-13T11:04:42.578734+00:00,2025-09-13T16:34:42.578734+05:30,Success,51,51.0,,5.04%,45.556863314937885,0.013081992162163658,0.02048687673876256,-0.007404884576598901,10.33202966961464,10.2867,10.24137033038536,0.07312726599377593,-126.54042681094741,5.0,3.0,0.0,10.246974694704047,0.0332567199495456,10.30021875,-0.0090937499999999,-0.08828695992500062,,12.087116728796877,,falling,-89857.0,12.0,4.0,15.0,10.0,0.0,5.0,0.07312726599377593,45.556863314937885,-126.54042681094741,-0.007404884576598901,0.0332567199495456,10.30021875,,12.087116728796877,,3.0,0.0,falling,-89857.0,-0.0090937499999999,-0.08828695992500062,5.040000000000054,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
BCHUSDT,Buy,46,603.33,607.673976,585.2301,Bullish,2025-09-13T11:04:43.526901+00:00,2025-09-13T16:34:43.526901+05:30,Inconclusive,600,,,5.04%,46.93248824165803,0.34064328822046264,0.582162625509793,-0.2415193372893304,605.447390249858,604.3025,603.157609750142,0.07528680145517018,-142.07304200970918,5.0,3.0,0.0,602.9554441597372,0.8538525595634502,604.1671874999998,-0.2790625000000091,-0.04618961535378139,,12.274133618396695,,falling,-304.6730000000001,12.0,4.0,15.0,10.0,0.0,5.0,0.07528680145517018,46.93248824165803,-142.07304200970918,-0.2415193372893304,0.8538525595634502,604.1671874999998,,12.274133618396695,,3.0,0.0,falling,-304.6730000000001,-0.2790625000000091,-0.04618961535378139,5.039999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
FUSDT,Buy,49,0.016715,0.01683535,0.01621355,Bullish,2025-09-13T11:04:46.403044+00:00,2025-09-13T16:34:46.403044+05:30,Fail,3,,3.0,5.04%,74.60473563505865,0.0007302994971979029,0.0005320992817175113,0.0001982002154803916,0.016638392368053617,0.0146257,0.012613007631946383,1.0190311329148793,177.32041318190082,5.0,3.0,0.0,0.013768690328255076,0.0006735501471666493,0.015868796874999997,0.0003523281249999972,2.2202573249586526,,35.88901532744357,,rising,403107363.0,8.0,16.062288073930855,15.0,5.0,0.0,5.0,1.0190311329148793,74.60473563505865,177.32041318190082,0.0001982002154803916,0.0006735501471666493,0.015868796874999997,,35.88901532744357,,3.0,0.0,rising,403107363.0,0.0003523281249999972,2.2202573249586526,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
XLMUSDT,Buy,41,0.41037,0.41332466,0.3980589,Bullish,2025-09-13T11:04:48.287813+00:00,2025-09-13T16:34:48.287813+05:30,Success,153,153.0,,5.04%,47.89029140207588,0.0006045470030248135,0.0010748580912390716,-0.0004703110882142581,0.41391067709320234,0.4118895,0.4098683229067977,0.12410517982060244,-136.9378766805803,5.0,3.0,0.0,0.4093300873312651,0.0011528239679324541,0.4115984375,-0.0005103124999999986,-0.12398309942563826,,14.394608236865732,,rising,3091193.0,12.0,4.0,15.0,5.0,0.0,5.0,0.12410517982060244,47.89029140207588,-136.9378766805803,-0.0004703110882142581,0.0011528239679324541,0.4115984375,,14.394608236865732,,3.0,0.0,rising,3091193.0,-0.0005103124999999986,-0.12398309942563826,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
BIOUSDT,Buy,44,0.16279,0.16396209,0.1579063,Bullish,2025-09-13T11:04:50.157888+00:00,2025-09-13T16:34:50.157888+05:30,Success,2,2.0,,5.04%,78.6431035771725,0.0020390772373661825,0.001625066474227986,0.00041401076313819654,0.1633616131228047,0.15860449999999998,0.15384738687719526,0.9399201671214731,187.71343073402454,5.0,3.0,0.0,0.15637517430017,0.0014095837476710087,0.16089328125,0.0007170312499999998,0.44565642793116933,,48.60544181467269,,rising,68154057.0,8.0,11.049072700883467,15.0,5.0,0.0,5.0,0.9399201671214731,78.6431035771725,187.71343073402454,0.00041401076313819654,0.0014095837476710087,0.16089328125,,48.60544181467269,,3.0,0.0,rising,68154057.0,0.0007170312499999998,0.44565642793116933,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.95}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
NEARUSDT,Buy,40,2.855,2.875556,2.76935,Bullish,2025-09-13T11:04:53.003066+00:00,2025-09-13T16:34:53.003066+05:30,Success,38,38.0,,5.04%,51.65849740248611,0.0040986379930987304,0.005634960401617435,-0.0015363224085187047,2.868338590292092,2.85785,2.847361409707908,0.36413808144700005,-30.90507726268464,5.0,3.0,0.0,2.845034050216413,0.007403263369374341,2.8613125,-0.0023593749999997193,-0.08245778816538632,,18.012047215369172,,falling,-225390.0,6.0,4.0,15.0,10.0,0.0,5.0,0.36413808144700005,51.65849740248611,-30.90507726268464,-0.0015363224085187047,0.007403263369374341,2.8613125,,18.012047215369172,,3.0,0.0,falling,-225390.0,-0.0023593749999997193,-0.08245778816538632,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
OPUSDT,Buy,40,0.8248,0.83073856,0.800056,Bullish,2025-09-13T11:04:55.838456+00:00,2025-09-13T16:34:55.838456+05:30,Success,46,46.0,,5.04%,50.22062530485207,0.0019125517180069718,0.0028545562649589396,-0.0009420045469519678,0.8336365494712306,0.8270099999999999,0.8203834505287693,0.3332465478757299,-49.18481983833148,5.0,3.0,0.0,0.8209603373795792,0.002976341618742869,0.82883125,-0.0016921874999999975,-0.20416550413609497,,18.05445773944482,,falling,-3090744.6999999993,6.0,4.0,15.0,10.0,0.0,5.0,0.3332465478757299,50.22062530485207,-49.18481983833148,-0.0009420045469519678,0.002976341618742869,0.82883125,,18.05445773944482,,3.0,0.0,falling,-3090744.6999999993,-0.0016921874999999975,-0.20416550413609497,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
GOATUSDT,Buy,60,0.11905,0.11990716,0.1154785,Bullish,2025-09-13T11:04:56.788671+00:00,2025-09-13T16:34:56.788671+05:30,Success,88,88.0,,5.04%,62.126293388549406,0.00046297063080182055,0.00029351701465775247,0.00016945361614406808,0.11923477429080662,0.1175265,0.1158182257091934,0.9459178506048443,117.8758275846117,5.0,3.0,0.0,0.1173392596355124,0.0008629518418916605,0.11865765625000002,0.000311875000000017,0.2628359684965689,,14.559751326186987,,falling,-8390380.0,8.0,13.712762161261153,15.0,10.0,0.0,5.0,0.9459178506048443,62.126293388549406,117.8758275846117,0.00016945361614406808,0.0008629518418916605,0.11865765625000002,,14.559751326186987,,3.0,0.0,falling,-8390380.0,0.000311875000000017,0.2628359684965689,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.29}]}",True,,,Buy,60,52.0,60.0,0.000311875000000017,0.2628359684965689,False,,,0.392730180105096,0.2628359684965689,True,,,conditions_not_met
ETCUSDT,Buy,40,22.189,22.3487608,21.52333,Bullish,2025-09-13T11:04:58.707754+00:00,2025-09-13T16:34:58.707754+05:30,Success,70,70.0,,5.04%,45.428413190574105,0.0031247539513366007,0.01580034770127456,-0.012675593749937958,22.320803937715986,22.2382,22.155596062284012,0.20219337382461863,-89.49001357378664,5.0,3.0,0.0,22.186776375493082,0.0437325366996678,22.213265625000002,-0.022921874999997982,-0.10319002791827454,,2.2644156568881977,,falling,-37488.73999999999,6.0,4.0,15.0,10.0,0.0,5.0,0.20219337382461863,45.428413190574105,-89.49001357378664,-0.012675593749937958,0.0437325366996678,22.213265625000002,,2.2644156568881977,,3.0,0.0,falling,-37488.73999999999,-0.022921874999997982,-0.10319002791827454,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
