Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,CONFL_FLAG__RSI__30___CVD_falling,SUPERVISOR__reason
XRPUSDT,Buy,41,3.1606,3.18335632,3.065782,Bullish,2025-09-13T11:04:04.505900+00:00,2025-09-13T16:34:04.505900+05:30,Inconclusive,600,,,5.04%,50.225823484133656,0.005078472364970388,0.008151061631465005,-0.003072589266494617,3.180912622167851,3.16908,3.157247377832149,0.14166860566882727,-141.22458799470536,5.0,3.0,0.0,3.1488662065292177,0.008560030647377183,3.1663046875000003,-0.0026156249999997883,-0.08260812708030923,,16.694180548400343,,rising,2903748.8999999976,12.0,4.0,15.0,5.0,0.0,5.0,0.14166860566882727,50.225823484133656,-141.22458799470536,-0.003072589266494617,0.008560030647377183,3.1663046875000003,,16.694180548400343,,3.0,0.0,rising,2903748.8999999976,-0.0026156249999997883,-0.08260812708030923,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
ADAUSDT,Buy,40,0.9426,0.94938672,0.914322,Bullish,2025-09-13T11:04:10.212571+00:00,2025-09-13T16:34:10.212571+05:30,Success,55,55.0,,5.04%,48.163038882706324,0.0017647828713774905,0.0030691420480604046,-0.0013043591766829141,0.9533396372772636,0.946355,0.9393703627227363,0.2311957764633516,-90.81793439335057,5.0,3.0,0.0,0.9393100036926443,0.0027143377156928637,0.9454125,-0.0015953124999998902,-0.16874248013432128,,17.364248674636798,,falling,-28418153.0,6.0,4.0,15.0,10.0,0.0,5.0,0.2311957764633516,48.163038882706324,-90.81793439335057,-0.0013043591766829141,0.0027143377156928637,0.9454125,,17.364248674636798,,3.0,0.0,falling,-28418153.0,-0.0015953124999998902,-0.16874248013432128,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
SUIUSDT,Buy,41,3.7991,3.82645352,3.685127,Bullish,2025-09-13T11:04:13.094210+00:00,2025-09-13T16:34:13.094210+05:30,Success,51,51.0,,5.04%,51.73140096480699,0.00632746225933456,0.01013868595117745,-0.003811223691842891,3.821492551316405,3.807810000000001,3.7941274486835965,0.181711407522438,-143.11379869419375,5.0,3.0,0.0,3.781182184580882,0.011602389660211031,3.8036546875,-0.003153124999999868,-0.08289724643937904,,14.710275471226819,,rising,2191941.299999999,12.0,4.0,15.0,5.0,0.0,5.0,0.181711407522438,51.73140096480699,-143.11379869419375,-0.003811223691842891,0.011602389660211031,3.8036546875,,14.710275471226819,,3.0,0.0,rising,2191941.299999999,-0.003153124999999868,-0.08289724643937904,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
LINKUSDT,Buy,41,25.24,25.421728,24.4828,Bullish,2025-09-13T11:04:14.045311+00:00,2025-09-13T16:34:14.045311+05:30,Fail,370,,370.0,5.04%,35.71368015411025,-0.03756611006089727,-0.00576487981901054,-0.03180123024188673,25.627796273553624,25.40925,25.190703726446376,0.11278223314461304,-118.73151269175438,5.0,3.0,0.0,25.338610815234205,0.06667896796320383,25.245203125,-0.043265625000000085,-0.1713815681568222,,-14.906997733389659,,falling,-758855.1900000001,18.0,0.0,8.0,10.0,0.0,5.0,0.11278223314461304,35.71368015411025,-118.73151269175438,-0.03180123024188673,0.06667896796320383,25.245203125,,-14.906997733389659,,3.0,0.0,falling,-758855.1900000001,-0.043265625000000085,-0.1713815681568222,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
PUMPUSDT,Buy,47,0.00644,0.00648637,0.0062468,Bullish,2025-09-13T11:04:14.991903+00:00,2025-09-13T16:34:14.991903+05:30,Success,61,61.0,,5.04%,66.36018164958797,3.171396694774502e-05,1.5160152748985045e-05,1.6553814198759973e-05,0.006447147215952984,0.0063276,0.006208052784047016,0.9701071417849054,206.60105777599352,5.0,3.0,0.0,0.006335252372247921,4.105087197241159e-05,0.006383218750000001,1.6390625000000346e-05,0.25677680245566303,,21.777818874533352,,rising,829914479.0,8.0,13.678029276387619,15.0,5.0,0.0,5.0,0.9701071417849054,66.36018164958797,206.60105777599352,1.6553814198759973e-05,4.105087197241159e-05,0.006383218750000001,,21.777818874533352,,3.0,0.0,rising,829914479.0,1.6390625000000346e-05,0.25677680245566303,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.32}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,,
WLFIUSDT,Buy,41,0.2066,0.20808752,0.200402,Bullish,2025-09-13T11:04:15.936645+00:00,2025-09-13T16:34:15.936645+05:30,Success,26,26.0,,5.04%,36.123991835932074,-0.0003578560368441286,-3.9102034725560426e-05,-0.00031875400211856816,0.21143380948043294,0.20882,0.20620619051956707,0.07533247610068922,-123.66341236634089,5.0,3.0,0.0,0.20792607023349788,0.0009958301906802074,0.2069203125,-0.0002156249999999693,-0.10420678250230717,,-10.090318928021786,,falling,-47805859.0,18.0,0.0,8.0,10.0,0.0,5.0,0.07533247610068922,36.123991835932074,-123.66341236634089,-0.00031875400211856816,0.0009958301906802074,0.2069203125,,-10.090318928021786,,3.0,0.0,falling,-47805859.0,-0.0002156249999999693,-0.10420678250230717,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
SOMIUSDT,Buy,49,1.0446,1.05212112,1.013262,Bullish,2025-09-13T11:04:28.316134+00:00,2025-09-13T16:34:28.316134+05:30,Success,2,2.0,,5.04%,62.738939061782204,0.0018351978782016332,-0.0013187894060966675,0.0031539872842983006,1.046023912429549,1.0264250000000001,1.0068260875704513,0.9636736876429383,181.80733315432897,5.0,3.0,0.0,1.0277194328340964,0.010162338667831158,1.0258640625000002,0.005915625000000091,0.5766480390768236,,5.083518300983971,,falling,-3877507.0,8.0,11.448649105030679,15.0,10.0,0.0,5.0,0.9636736876429383,62.738939061782204,181.80733315432897,0.0031539872842983006,0.010162338667831158,1.0258640625000002,,5.083518300983971,,3.0,0.0,falling,-3877507.0,0.005915625000000091,0.5766480390768236,5.040000000000032,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.55}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
LINEAUSDT,Buy,41,0.02353,0.02369942,0.0228241,Bullish,2025-09-13T11:04:32.143323+00:00,2025-09-13T16:34:32.143323+05:30,Success,10,10.0,,5.04%,51.600384041455364,1.274484531554182e-05,-2.74115380400331e-06,1.548599911954513e-05,0.023652061680718168,0.023469,0.023285938319281833,0.6666105100769588,86.20207108871793,5.0,3.0,0.0,0.023444285847541286,0.00014270656476877695,0.0235025,3.6875000000002184e-05,0.15689820231891152,,2.31669917326572,,falling,-89079470.0,4.0,6.60439300372256,15.0,10.0,0.0,5.0,0.6666105100769588,51.600384041455364,86.20207108871793,1.548599911954513e-05,0.00014270656476877695,0.0235025,,2.31669917326572,,3.0,0.0,falling,-89079470.0,3.6875000000002184e-05,0.15689820231891152,5.039999999999959,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.4}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
YGGUSDT,Strong Buy,66,0.2644,0.26630368,0.256468,Bullish,2025-09-13T11:04:35.929347+00:00,2025-09-13T16:34:35.929347+05:30,Fail,2,,2.0,5.04%,76.87643795010612,0.008632122397621123,0.006520755082349289,0.0021113673152718332,0.2678538163519879,0.24337,0.21888618364801207,0.929467361167585,129.1986187721427,5.0,3.0,0.0,0.23650104176615486,0.005376320540644277,0.259775,0.00306406250000002,1.1795063035319102,,52.02295372136836,,rising,85924573.0,8.0,18.425184972407088,15.0,5.0,0.0,5.0,0.929467361167585,76.87643795010612,129.1986187721427,0.0021113673152718332,0.005376320540644277,0.259775,,52.02295372136836,,3.0,0.0,rising,85924573.0,0.00306406250000002,1.1795063035319102,5.040000000000049,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,66,51.0,59.0,0.00306406250000002,1.1795063035319102,True,59.0,66.0,0.785432081033924,1.1795063035319102,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),,
PNUTUSDT,Buy,40,0.27253,0.27449222,0.2643541,Bullish,2025-09-13T11:04:36.872807+00:00,2025-09-13T16:34:36.872807+05:30,Success,112,112.0,,5.04%,48.99203129466613,0.0003094580956213844,0.000718080207483527,-0.0004086221118621426,0.27931241741706536,0.274308,0.26930358258293463,0.32235694469281134,-74.69742813918107,5.0,3.0,0.0,0.2718130545493889,0.0018579074634149152,0.2731209375,4.156249999998085e-05,0.015217617653344812,,3.5914632713544052,,falling,-7952103.0,6.0,4.0,15.0,10.0,0.0,5.0,0.32235694469281134,48.99203129466613,-74.69742813918107,-0.0004086221118621426,0.0018579074634149152,0.2731209375,,3.5914632713544052,,3.0,0.0,falling,-7952103.0,4.156249999998085e-05,0.015217617653344812,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
