Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
BTCUSDT,Buy,46,115839.9,116673.94728,112364.703,Bullish,2025-09-14T08:32:03.969592+00:00,2025-09-14T14:02:03.969592+05:30,Inconclusive,600,,,5.04%,68.39877375807191,22.294560843743966,9.670826078304327,12.62373476543964,115833.91170479031,115739.35500000001,115644.79829520971,1.0316651009728055,196.48023862789614,10.0,0.0,3.0,115744.26820947282,35.260408429785784,115772.2671875,8.557812499988358,0.007391936521488758,,16.204091218928994,,rising,458.31700000000006,8.0,17.59234614295113,15.0,0.0,0.0,5.0,1.0316651009728055,68.39877375807191,196.48023862789614,12.62373476543964,35.260408429785784,115772.2671875,,16.204091218928994,,0.0,3.0,rising,458.31700000000006,8.557812499988358,0.007391936521488758,5.039999999999993,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,
PUMPUSDT,Buy,41,0.007992,0.00804954,0.00775224,Bullish,2025-09-14T08:32:11.052357+00:00,2025-09-14T14:02:11.052357+05:30,Success,3,3.0,,5.04%,34.64608831107499,-4.015400837229649e-05,-1.8079503621132543e-05,-2.2074504751163947e-05,0.008297611727241732,0.0081309,0.007964188272758268,0.08341262999874613,-153.18024421359536,10.0,3.0,0.0,0.008082607980872406,7.57585928217745e-05,0.008051625,-6.249999999999312e-06,-0.07762408209522068,,-16.087449574381548,,falling,-2876354319.0,18.0,0.0,8.0,10.0,0.0,5.0,0.08341262999874613,34.64608831107499,-153.18024421359536,-2.2074504751163947e-05,7.57585928217745e-05,0.008051625,,-16.087449574381548,,3.0,0.0,falling,-2876354319.0,-6.249999999999312e-06,-0.07762408209522068,5.040000000000074,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
SOMIUSDT,Buy,44,1.3403,1.34995016,1.300091,Bullish,2025-09-14T08:32:12.466570+00:00,2025-09-14T14:02:12.466570+05:30,Success,1,1.0,,5.04%,76.27093391246169,0.016613670020299898,0.010963392414470504,0.005650277605829394,1.325483122926668,1.278625,1.2317668770733319,1.1581036130760105,205.837286107602,10.0,0.0,3.0,1.2703421509071007,0.0182463451679594,1.30216875,0.008951562500000287,0.687434904270302,,32.32285752571754,,rising,8115254.0,8.0,16.431990422828946,15.0,0.0,0.0,5.0,1.1581036130760105,76.27093391246169,205.837286107602,0.005650277605829394,0.0182463451679594,1.30216875,,32.32285752571754,,0.0,3.0,rising,8115254.0,0.008951562500000287,0.687434904270302,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
HIFIUSDT,Buy,46,0.65726,0.66199227,0.6375422,Bullish,2025-09-14T08:32:13.876402+00:00,2025-09-14T14:02:13.876402+05:30,Success,4,4.0,,5.04%,62.91186917412076,0.009297946569482685,0.006477639139742609,0.0028203074297400753,0.6630788922065672,0.6290804999999999,0.5950821077934326,0.9144240090647099,121.73227597360747,10.0,3.0,0.0,0.6197459461568545,0.015791400947935866,0.6557134375,0.005843593749999987,0.8911810275353685,,18.423819647655925,,rising,1676984.0,8.0,13.286344101889794,15.0,5.0,0.0,5.0,0.9144240090647099,62.91186917412076,121.73227597360747,0.0028203074297400753,0.015791400947935866,0.6557134375,,18.423819647655925,,3.0,0.0,rising,1676984.0,0.005843593749999987,0.8911810275353685,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.71}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,
MYXUSDT,Buy,44,10.707,10.7840904,10.38579,Bullish,2025-09-14T08:32:16.704583+00:00,2025-09-14T14:02:16.704583+05:30,Success,1,1.0,,5.04%,33.66070420448435,-0.07201053732305951,-0.03419069922255172,-0.03781983810050779,11.336913683850394,11.0769,10.816886316149606,-0.21130871753048133,-351.41687141687385,10.0,0.0,3.0,11.11919278046278,0.16483478498615525,11.038953125000003,-0.03496874999999733,-0.31677596239450756,,-11.767287043944036,,falling,-1290931.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.21130871753048133,33.66070420448435,-351.41687141687385,-0.03781983810050779,0.16483478498615525,11.038953125000003,,-11.767287043944036,,0.0,3.0,falling,-1290931.0,-0.03496874999999733,-0.31677596239450756,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
LINEAUSDT,Buy,41,0.02996,0.03017571,0.0290612,Bullish,2025-09-14T08:32:22.359363+00:00,2025-09-14T14:02:22.359363+05:30,Success,8,8.0,,5.04%,38.38882009650995,-0.00017033522984521293,1.8627364984525469e-06,-0.00017219796634366548,0.03243187599480807,0.030981499999999995,0.029531124005191926,0.14784993558336856,-107.15199356795662,10.0,3.0,0.0,0.030430159582474622,0.00046870346375046127,0.0298228125,-8.546874999999787e-05,-0.2865884966416158,,-9.5963066164924,,falling,-75379280.0,18.0,0.0,8.0,10.0,0.0,5.0,0.14784993558336856,38.38882009650995,-107.15199356795662,-0.00017219796634366548,0.00046870346375046127,0.0298228125,,-9.5963066164924,,3.0,0.0,falling,-75379280.0,-8.546874999999787e-05,-0.2865884966416158,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
AVNTUSDT,Strong Buy,66,0.90762,0.91415486,0.8803914,Bullish,2025-09-14T08:32:25.170708+00:00,2025-09-14T14:02:25.170708+05:30,Success,4,4.0,,5.04%,76.64323191370107,0.016746238609730346,0.007957555446007087,0.00878868316372326,0.8767725104092531,0.8203570000000001,0.7639414895907471,1.273395466663078,367.50547034589493,10.0,3.0,0.0,0.8073053740344301,0.02429634645748034,0.8293053125,0.008361874999999963,1.0082987379874,,26.749917186400936,,rising,30532696.0,8.0,17.68148617729386,15.0,5.0,0.0,5.0,1.273395466663078,76.64323191370107,367.50547034589493,0.00878868316372326,0.02429634645748034,0.8293053125,,26.749917186400936,,3.0,0.0,rising,30532696.0,0.008361874999999963,1.0082987379874,5.040000000000022,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,66,51.0,59.0,0.008361874999999963,1.0082987379874,True,59.0,66.0,0.723457181441155,1.0082987379874,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
WLDUSDT,Buy,41,1.6687,1.68071464,1.618639,Bullish,2025-09-14T08:32:27.985422+00:00,2025-09-14T14:02:27.985422+05:30,Success,36,36.0,,5.04%,37.24442496388707,-0.005593011187744912,0.0018264866804151149,-0.007419497868160027,1.7481536642376045,1.706475,1.6647963357623954,0.0468304864012725,-161.70388751033832,10.0,3.0,0.0,1.6892495313937315,0.01709435389449885,1.684878125,-0.01002499999999995,-0.5949985254868183,,-7.794787770388421,,falling,-24972104.0,18.0,0.0,8.0,10.0,0.0,5.0,0.0468304864012725,37.24442496388707,-161.70388751033832,-0.007419497868160027,0.01709435389449885,1.684878125,,-7.794787770388421,,3.0,0.0,falling,-24972104.0,-0.01002499999999995,-0.5949985254868183,5.040000000000032,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
MOODENGUSDT,Buy,40,0.2063,0.20778536,0.200111,Bullish,2025-09-14T08:32:34.970341+00:00,2025-09-14T14:02:34.970341+05:30,Success,47,47.0,,5.04%,57.7082638644868,0.00011551664298975473,-0.0003034850783563495,0.0004190017213461042,0.2065513359293291,0.20427500000000004,0.201998664070671,0.9447937525189529,157.15619581165708,10.0,0.0,3.0,0.20626311086096533,0.0012215808285430672,0.20521312500000002,0.00037125000000004515,0.18090948130147383,,2.1296887793493893,,rising,5173041.0,8.0,12.231990120784687,15.0,0.0,0.0,5.0,0.9447937525189529,57.7082638644868,157.15619581165708,0.0004190017213461042,0.0012215808285430672,0.20521312500000002,,2.1296887793493893,,0.0,3.0,rising,5173041.0,0.00037125000000004515,0.18090948130147383,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,
OPENUSDT,Buy,41,1.0559,1.06350248,1.024223,Bullish,2025-09-14T08:32:36.386485+00:00,2025-09-14T14:02:36.386485+05:30,Success,1,1.0,,5.04%,34.69886427686788,-0.0007893705618700064,0.010000672260752486,-0.010790042822622492,1.1753654585603273,1.11424,1.0531145414396725,0.02278476616726266,-164.86852552426313,10.0,3.0,0.0,1.0877449789468527,0.023432697804320165,1.1114203125,-0.016146875000000005,-1.4528144589763385,,-0.38790614717465566,,falling,-25017246.0,18.0,0.0,8.0,10.0,0.0,5.0,0.02278476616726266,34.69886427686788,-164.86852552426313,-0.010790042822622492,0.023432697804320165,1.1114203125,,-0.38790614717465566,,3.0,0.0,falling,-25017246.0,-0.016146875000000005,-1.4528144589763385,5.0400000000000515,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
