Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
HIFIUSDT,Sell,44,0.47765,0.47421092,0.4919795,Bearish,2025-09-14T17:32:26.077998+00:00,2025-09-14T23:02:26.077998+05:30,Success,1,1.0,,5.04%,31.195268911818076,-0.019593131276329334,-0.015199973984666057,-0.004393157291663277,0.5668119392618348,0.5167680000000001,0.4667240607381654,0.1091634613800988,-124.22444767715004,-5.0,0.0,3.0,0.5366563991441922,0.015993551272406526,0.4836984375,-0.00934171874999995,-1.9313105079029638,,-33.18946422045972,,falling,-14331203.0,8.0,10.59239297164887,15.0,5.0,0.0,5.0,0.1091634613800988,31.195268911818076,-124.22444767715004,-0.004393157291663277,0.015993551272406526,0.4836984375,,-33.18946422045972,,0.0,3.0,falling,-14331203.0,-0.00934171874999995,-1.9313105079029638,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.41}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
1000PEPEUSDT,Sell,42,0.011483,0.01140032,0.01182749,Bearish,2025-09-14T17:32:27.287923+00:00,2025-09-14T23:02:27.287923+05:30,Inconclusive,600,,,5.04%,71.83731396121114,4.361983624724848e-05,2.31576471782806e-05,2.046218906896788e-05,0.011485669311106474,0.011326785,0.011167900688893527,0.9915998279254727,175.2132817774521,-5.0,0.0,3.0,0.011349256683460556,4.985911812035515e-05,0.011399307812499999,1.1149999999999702e-05,0.0978129565706883,,23.956908455469506,,rising,3595923144.0,24.0,0.0,8.0,5.0,0.0,5.0,0.9915998279254727,71.83731396121114,175.2132817774521,2.046218906896788e-05,4.985911812035515e-05,0.011399307812499999,,23.956908455469506,,0.0,3.0,rising,3595923144.0,1.1149999999999702e-05,0.0978129565706883,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,
BNBUSDT,Sell,42,927.87,921.189336,955.7061,Bearish,2025-09-14T17:32:36.877290+00:00,2025-09-14T23:02:36.877290+05:30,Inconclusive,600,,,5.04%,54.96724533590338,0.026601957520938413,-0.4287840584314877,0.4553860159524261,928.7687514205418,926.1880000000001,923.6072485794584,0.8258740819847864,120.3581286387002,-5.0,0.0,3.0,927.9535118779987,1.5540050005287651,925.9846875000001,0.62109375,0.06707386832463144,,0.1838096749303283,,rising,242.97999999999956,12.0,5.0,15.0,5.0,0.0,5.0,0.8258740819847864,54.96724533590338,120.3581286387002,0.4553860159524261,1.5540050005287651,925.9846875000001,,0.1838096749303283,,0.0,3.0,rising,242.97999999999956,0.62109375,0.06707386832463144,5.039999999999984,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,
ENAUSDT,Sell,45,0.7535,0.7480748,0.776105,Bearish,2025-09-14T17:32:38.081889+00:00,2025-09-14T23:02:38.081889+05:30,Success,53,53.0,,5.04%,74.41204138657247,0.003174296597805215,0.00201793120153635,0.0011563653962688653,0.7514508447686906,0.7432350000000001,0.7350191552313096,1.1247075187641313,249.5623905976462,-5.0,3.0,0.0,0.7411161896553148,0.003149637323061782,0.7450984375,0.001465625000000026,0.19670219748649329,,26.924505283613936,,rising,20316846.0,32.0,0.0,8.0,0.0,0.0,5.0,1.1247075187641313,74.41204138657247,249.5623905976462,0.0011563653962688653,0.003149637323061782,0.7450984375,,26.924505283613936,,3.0,0.0,rising,20316846.0,0.001465625000000026,0.19670219748649329,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,
ADAUSDT,Sell,44,0.8944,0.88796032,0.921232,Bearish,2025-09-14T17:32:40.449548+00:00,2025-09-14T23:02:40.449548+05:30,Success,92,92.0,,5.04%,64.51670673879312,0.0013322741512429292,0.000688532454471734,0.0006437416967711953,0.8940103579528721,0.8896799999999999,0.8853496420471277,1.0449895887786187,201.40829328266616,-5.0,0.0,3.0,0.8906770832287322,0.002356314850571827,0.889934375,0.0006249999999999867,0.07022989756969289,,13.597998475149794,,rising,18552547.0,26.0,0.0,8.0,5.0,0.0,5.0,1.0449895887786187,64.51670673879312,201.40829328266616,0.0006437416967711953,0.002356314850571827,0.889934375,,13.597998475149794,,0.0,3.0,rising,18552547.0,0.0006249999999999867,0.07022989756969289,5.039999999999959,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
QUSDT,Strong Sell,65,0.02421,0.02403569,0.0249363,Bearish,2025-09-14T17:32:42.852092+00:00,2025-09-14T23:02:42.852092+05:30,Success,1,1.0,,5.04%,23.752955222498485,-0.0012464385010734595,-0.0009334233297081504,-0.00031301517136530913,0.030872896482565367,0.02730535,0.02373780351743463,0.06617944361383879,-139.5056614803424,-5.0,0.0,3.0,0.028268058556224437,0.0009623953187556015,0.024863453124999997,-0.0004662812500000023,-1.8753680257355738,,-38.687871012322795,,falling,-478117732.0,8.0,11.805902591547383,15.0,5.0,12.0,5.0,0.06617944361383879,23.752955222498485,-139.5056614803424,-0.00031301517136530913,0.0009623953187556015,0.024863453124999997,,-38.687871012322795,,0.0,3.0,falling,-478117732.0,-0.0004662812500000023,-1.8753680257355738,5.039999999999982,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,65,1.0,57.0,65.0,-0.0004662812500000023,-1.8753680257355738
LINKUSDT,Sell,44,24.219,24.0446232,24.94557,Bearish,2025-09-14T17:32:44.046560+00:00,2025-09-14T23:02:44.046560+05:30,Success,360,360.0,,5.04%,63.2237998734292,0.026810021649666282,0.013231570004176869,0.013578451645489414,24.209707236910923,24.11235,24.014992763089076,1.0477250761419041,184.99525166190602,-5.0,0.0,3.0,24.13409329903656,0.05907670104348937,24.106171875,0.008796875000001592,0.03649221056589513,,10.51250311475312,,rising,508313.64,26.0,0.0,8.0,5.0,0.0,5.0,1.0477250761419041,63.2237998734292,184.99525166190602,0.013578451645489414,0.05907670104348937,24.106171875,,10.51250311475312,,0.0,3.0,rising,508313.64,0.008796875000001592,0.03649221056589513,5.0400000000000285,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
UNIUSDT,Sell,44,9.458,9.3899024,9.74174,Bearish,2025-09-14T17:32:51.242243+00:00,2025-09-14T23:02:51.242243+05:30,Success,93,93.0,,5.04%,61.87683522645599,0.007356969813361758,-0.0002594858276884597,0.0076164556410502175,9.453460545654421,9.412099999999999,9.370739454345577,1.054876625462192,186.25718073354088,-5.0,0.0,3.0,9.43447616914664,0.027948270857681118,9.42103125,0.0073593749999982805,0.07811644823912753,,7.152500840175939,,rising,370374.0,26.0,0.0,8.0,5.0,0.0,5.0,1.054876625462192,61.87683522645599,186.25718073354088,0.0076164556410502175,0.027948270857681118,9.42103125,,7.152500840175939,,0.0,3.0,rising,370374.0,0.0073593749999982805,0.07811644823912753,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
PUMPBTCUSDT,Sell,43,0.10649,0.10572327,0.1096847,Bearish,2025-09-14T17:33:00.835868+00:00,2025-09-14T23:03:00.835868+05:30,Success,1,1.0,,5.04%,26.978214859131455,-0.0037811131905993167,-0.0037095766118972733,-7.15365787020434e-05,0.12025126801523593,0.1124555,0.10465973198476407,0.11738856336276844,-119.69680484532005,-5.0,0.0,3.0,0.11819105013065394,0.0028343783608136626,0.1071465625,-0.0005550000000000138,-0.5179820864528564,,-42.707719400704754,,rising,4300424.0,8.0,9.605733487309076,15.0,5.0,0.0,5.0,0.11738856336276844,26.978214859131455,-119.69680484532005,-7.15365787020434e-05,0.0028343783608136626,0.1071465625,,-42.707719400704754,,0.0,3.0,rising,4300424.0,-0.0005550000000000138,-0.5179820864528564,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.39}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,
WIFUSDT,Sell,44,0.9367,0.92995576,0.964801,Bearish,2025-09-14T17:33:02.033578+00:00,2025-09-14T23:03:02.033578+05:30,Success,54,54.0,,5.04%,68.3215882316605,0.002210641850540984,0.0006144231336493791,0.001596218716891605,0.9341100278273587,0.9245349999999999,0.914959972172641,1.1352461955902031,260.17766635784267,-5.0,0.0,3.0,0.9274586742076026,0.0039658790957155686,0.9269078125,0.0009453124999999618,0.10198560064461232,,13.93266244303949,,rising,8038329.100000001,26.0,0.0,8.0,5.0,0.0,5.0,1.1352461955902031,68.3215882316605,260.17766635784267,0.001596218716891605,0.0039658790957155686,0.9269078125,,13.93266244303949,,0.0,3.0,rising,8038329.100000001,0.0009453124999999618,0.10198560064461232,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
