SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_sell_score,Keltner_sell_score,Bollinger_buy_score,Keltner_buy_score
signals_2025-09-05_12-26-39_STRONG.json,NEIROETHUSDT,Sell,45,Success,54.0,True,30,45,,,Bullish,5.04%,0,0,2025-09-05T06:55:57.973455+00:00,2025-09-05T12:25:57.973455+05:30,35.858357270598134,-56.091954022988546,-51.34345378091324,-0.21690153430532022,,,falling,down,down,-0.0011908372201681894,-0.001242855404374327,5.201818420613757e-05,0.07626881190563399,0.0719805,0.06769218809436602,0.07610049999999999,0.07198049999999999,0.06786049999999999,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,AAVEUSDT,Sell,35,Inconclusive,,False,30,35,,,Bullish,5.04%,0,0,2025-09-05T06:55:58.810107+00:00,2025-09-05T12:25:58.810107+05:30,48.60111026470035,-61.676646706584606,-54.168879447671195,-0.16531238469528164,,,falling,up,up,-0.03212758939906735,0.012825501859142573,-0.04495309125820992,308.7676046555784,308.033,307.29839534442164,308.683,308.033,307.38300000000004,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,JELLYJELLYUSDT,Strong Sell,60,Success,2.0,True,20,60,,,Bullish,5.04%,0,0,2025-09-05T06:55:59.679073+00:00,2025-09-05T12:25:59.679073+05:30,53.26949668377669,-14.9328859060403,33.61704935339123,-0.03484383548951931,,,falling,down,down,-0.00026314875332697496,-0.00045389516917161384,0.00019074641584463888,0.04371780790041655,0.04048,0.03724219209958345,0.04351000000000001,0.04048,0.03745,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,BNBUSDT,Buy,40,Inconclusive,,False,40,25,,,Bullish,5.04%,0,0,2025-09-05T06:56:00.539796+00:00,2025-09-05T12:26:00.539796+05:30,55.30182985881299,-34.17085427135606,-0.6025595682506405,0.03819063188956424,,,falling,up,up,0.040667917336236314,0.06696747272248532,-0.026299555386249007,847.3963677557468,846.3945,845.3926322442532,847.2195,846.3945,845.5695,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,FARTCOINUSDT,Strong Sell,65,Inconclusive,,False,25,65,,,Bullish,5.04%,0,0,2025-09-05T06:56:01.402412+00:00,2025-09-05T12:26:01.402412+05:30,40.04009130342854,-89.83050847457723,-127.58858303413108,-0.29253338729155387,,,falling,down,down,-0.000793618990214906,-0.0005431784853451661,-0.00025044050486973987,0.7567511847258237,0.7530049999999999,0.7492588152741761,0.7564549999999999,0.7530049999999999,0.749555,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,BCHUSDT,Buy,40,Success,10.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T06:56:02.284091+00:00,2025-09-05T12:26:02.284091+05:30,51.58915919981046,-61.0294117647072,7.252484810175344,0.019246498007644205,,,falling,up,up,-0.11255968273644612,-0.05597475242542949,-0.05658493031101663,593.7588139798144,592.208,590.6571860201856,593.518,592.208,590.8979999999999,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,HYPEUSDT,Strong Buy,60,Success,22.0,True,60,40,,,Bullish,5.04%,0,0,2025-09-05T06:56:03.123406+00:00,2025-09-05T12:26:03.123406+05:30,68.60871418933503,-5.468749999998352,153.57511694307232,0.26997890371619215,,,falling,up,up,0.08276701288397703,0.06927503369639715,0.013491979187579883,45.816446897411296,45.621449999999996,45.426453102588695,45.79344999999999,45.621449999999996,45.44945,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,TAUSDT,Sell,45,Success,7.0,True,20,45,,,Bullish,5.04%,0,0,2025-09-05T06:56:03.959658+00:00,2025-09-05T12:26:03.959658+05:30,53.32147976995917,-37.88187372708761,51.70917924692169,-0.21556022205930198,,,falling,down,down,-0.0001530483544333605,-0.00033531492798986054,0.00018226657355650003,0.14412009789845748,0.1420835,0.14004690210154253,0.1437735,0.1420835,0.1403935,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,BASUSDT,Sell,45,Success,6.0,True,20,45,,,Bullish,5.04%,0,0,2025-09-05T06:56:04.797715+00:00,2025-09-05T12:26:04.797715+05:30,45.37952888184998,-50.593824228028275,-6.430467649138381,-0.06647181944269792,,,falling,down,down,-6.413333230498308e-05,-7.271124389485272e-05,8.57791158986964e-06,0.022466838194245234,0.0222914,0.022115961805754765,0.022462399999999997,0.022291399999999996,0.022120399999999995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_12-26-39_STRONG.json,WIFUSDT,Buy,40,Success,13.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T06:56:05.632640+00:00,2025-09-05T12:26:05.632640+05:30,52.433053058862015,-44.230769230769965,7.187780772683287,-0.15159459551639265,,,falling,up,up,0.0003342468536239318,0.0003113556393572794,2.2891214266652416e-05,0.7995770685918167,0.79731,0.7950429314081833,0.7994099999999998,0.7973099999999999,0.7952099999999999,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,,,,
