Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
BTCUSDT,Buy,40,113792.9,114612.20888,110379.113,Bullish,2025-09-10T15:40:51.967250+00:00,2025-09-10T21:10:51.967250+05:30,Inconclusive,600,,,5.04%,51.17410695068423,71.98442103188427,130.95512929974237,-58.9707082678581,114174.2279736711,113926.56500000002,113678.90202632893,0.2301473893761416,-94.33984293322095,5.0,3.0,0.0,113492.93967801669,172.24821833097806,113811.3515625,1.1703125000058208,0.0010282915402890533,,9.111899214782705,,falling,-522.7460000000005,6.0,4.0,15.0,10.0,0.0,5.0,0.2301473893761416,51.17410695068423,-94.33984293322095,-58.9707082678581,172.24821833097806,113811.3515625,,9.111899214782705,,3.0,0.0,falling,-522.7460000000005,1.1703125000058208,0.0010282915402890533,5.039999999999981,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
ETHUSDT,Buy,40,4405.19,4436.907368,4273.0343,Bullish,2025-09-10T15:40:52.973292+00:00,2025-09-10T21:10:52.973292+05:30,Inconclusive,600,,,5.04%,51.010226150771956,4.273194926394353,7.819599528876938,-3.5464046024825846,4439.506870611161,4415.3099999999995,4391.113129388838,0.29088204911646887,-72.64258362898808,5.0,3.0,0.0,4388.744703204431,11.869207111652345,4405.417343749999,1.5812499999992724,0.03589330763957255,,8.041603193797895,,falling,-92949.423,6.0,4.0,15.0,10.0,0.0,5.0,0.29088204911646887,51.010226150771956,-72.64258362898808,-3.5464046024825846,11.869207111652345,4405.417343749999,,8.041603193797895,,3.0,0.0,falling,-92949.423,1.5812499999992724,0.03589330763957255,5.039999999999941,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
OPENUSDT,Buy,54,1.0794,1.08717168,1.047018,Bullish,2025-09-10T15:41:03.387906+00:00,2025-09-10T21:11:03.387906+05:30,Fail,17,,17.0,5.04%,26.869444844431413,-0.015250167410728821,-0.01459442772015023,-0.0006557396905785915,1.132017659814354,1.1005449999999999,1.0690723401856457,0.1640735145245644,-104.65181617499616,5.0,0.0,3.0,1.1292209657581576,0.01090525778342063,1.077146875,-0.0025812499999999794,-0.23963770029040649,,-38.34932798388061,,falling,-16557469.0,24.0,0.0,8.0,5.0,12.0,5.0,0.1640735145245644,26.869444844431413,-104.65181617499616,-0.0006557396905785915,0.01090525778342063,1.077146875,,-38.34932798388061,,0.0,3.0,falling,-16557469.0,-0.0025812499999999794,-0.23963770029040649,5.040000000000038,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0025812499999999794,-0.23963770029040649
BNBUSDT,Buy,42,896.73,903.186456,869.8281,Bullish,2025-09-10T15:41:04.277788+00:00,2025-09-10T21:11:04.277788+05:30,Inconclusive,600,,,5.04%,41.252207410779654,-0.30855918100246527,0.8374404101403798,-1.145999591142845,906.1832439894956,900.6570000000002,895.1307560105047,0.14469538374846,-124.90046417681522,5.0,0.0,3.0,896.6323851743365,2.1808486434003833,898.1460937500001,-1.470937499999991,-0.16377485914996676,,-3.590183559145019,,falling,-27556.25,12.0,5.0,15.0,5.0,0.0,5.0,0.14469538374846,41.252207410779654,-124.90046417681522,-1.145999591142845,2.1808486434003833,898.1460937500001,,-3.590183559145019,,0.0,3.0,falling,-27556.25,-1.470937499999991,-0.16377485914996676,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
SOMIUSDT,Buy,44,1.0524,1.05997728,1.020828,Bullish,2025-09-10T15:41:07.765873+00:00,2025-09-10T21:11:07.765873+05:30,Fail,28,,28.0,5.04%,31.79457645719775,-0.009619318876886496,-0.006113297117624302,-0.0035060217592621937,1.1132126966024092,1.084845,1.056477303397591,-0.07186525319162981,-199.68277819517408,5.0,0.0,3.0,1.1004013206107914,0.013200474877956293,1.0841640625,-0.006770312500000042,-0.6244730603215362,,-18.767389804707843,,falling,-8588224.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.07186525319162981,31.79457645719775,-199.68277819517408,-0.0035060217592621937,0.013200474877956293,1.0841640625,,-18.767389804707843,,0.0,3.0,falling,-8588224.0,-0.006770312500000042,-0.6244730603215362,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
1000PEPEUSDT,Buy,40,0.010541,0.0106169,0.01022477,Bullish,2025-09-10T15:41:11.242095+00:00,2025-09-10T21:11:11.242095+05:30,Inconclusive,600,,,5.04%,48.72676784831692,2.9869293407085162e-06,8.94093525267018e-06,-5.9540059119616645e-06,0.010604194717644412,0.01055906,0.010513925282355589,0.29993228115124265,-68.38014097884722,5.0,3.0,0.0,0.010524479683639024,3.501381447632662e-05,0.0105535765625,2.551562499999646e-06,0.024177230201428656,,2.01049108750042,,falling,-910093998.0,6.0,4.0,15.0,10.0,0.0,5.0,0.29993228115124265,48.72676784831692,-68.38014097884722,-5.9540059119616645e-06,3.501381447632662e-05,0.0105535765625,,2.01049108750042,,3.0,0.0,falling,-910093998.0,2.551562499999646e-06,0.024177230201428656,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
ADAUSDT,Buy,40,0.888,0.8943936,0.86136,Bullish,2025-09-10T15:41:12.108840+00:00,2025-09-10T21:11:12.108840+05:30,Inconclusive,600,,,5.04%,49.619644092213775,0.00031560555000242907,0.0007787330227602496,-0.00046312747275782055,0.8935994700436852,0.889405,0.8852105299563148,0.3325175784584257,-59.101183353273115,5.0,3.0,0.0,0.8861067180379212,0.0026714659651136804,0.888178125,0.0003265625000000716,0.036767681032458616,,2.7846390230208953,,falling,-4047659.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3325175784584257,49.619644092213775,-59.101183353273115,-0.00046312747275782055,0.0026714659651136804,0.888178125,,2.7846390230208953,,3.0,0.0,falling,-4047659.0,0.0003265625000000716,0.036767681032458616,5.039999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
ONDOUSDT,Buy,40,1.0307,1.03812104,0.999779,Bullish,2025-09-10T15:41:14.725219+00:00,2025-09-10T21:11:14.725219+05:30,Inconclusive,600,,,5.04%,58.89667534489756,0.0014370790548750012,0.0009867967777629312,0.00045028227711207004,1.0308364818774067,1.0253,1.0197635181225935,0.987674313722245,211.24648547328292,5.0,3.0,0.0,1.0233682450027266,0.004039141134359791,1.0274968750000002,0.0011125000000000718,0.10827283537967661,,8.258405998988103,,rising,1579675.8999999997,8.0,6.675513009129494,15.0,5.0,0.0,5.0,0.987674313722245,58.89667534489756,211.24648547328292,0.00045028227711207004,0.004039141134359791,1.0274968750000002,,8.258405998988103,,3.0,0.0,rising,1579675.8999999997,0.0011125000000000718,0.10827283537967661,5.040000000000068,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.32}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
KAITOUSDT,Buy,59,1.2689,1.27803608,1.230833,Bullish,2025-09-10T15:41:15.745771+00:00,2025-09-10T21:11:15.745771+05:30,Fail,222,,222.0,5.04%,28.84988154647766,-0.009799780245163037,-0.007431010478803874,-0.0023687697663591625,1.3132903256925132,1.2882099999999999,1.2631296743074865,0.11503689711326053,-134.5792560403835,5.0,0.0,3.0,1.2970996252299294,0.007038489132466099,1.2703140625,-0.004739062500000113,-0.37306227175613216,,-36.35219407616972,,falling,-2629093.0,24.0,5.0,8.0,5.0,12.0,5.0,0.11503689711326053,28.84988154647766,-134.5792560403835,-0.0023687697663591625,0.007038489132466099,1.2703140625,,-36.35219407616972,,0.0,3.0,falling,-2629093.0,-0.004739062500000113,-0.37306227175613216,5.039999999999996,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,hma_not_aligned,,Buy,59,1.0,-0.004739062500000113,-0.37306227175613216
BIDUSDT,Buy,54,0.10271,0.10344951,0.0996287,Bullish,2025-09-10T15:41:25.325540+00:00,2025-09-10T21:11:25.325540+05:30,Success,1,1.0,,5.04%,12.058314024160097,-0.00452920534999024,-0.003000626533253377,-0.0015285788167368627,0.12972399052294567,0.115343,0.10096200947705433,0.06077434374762461,-134.40147249577873,5.0,0.0,3.0,0.11726361003531113,0.0025639093897327518,0.104384375,-0.0021240624999999957,-2.034847169415917,,-60.40014118868356,,falling,-50744850.0,24.0,0.0,8.0,5.0,12.0,5.0,0.06077434374762461,12.058314024160097,-134.40147249577873,-0.0015285788167368627,0.0025639093897327518,0.104384375,,-60.40014118868356,,0.0,3.0,falling,-50744850.0,-0.0021240624999999957,-2.034847169415917,5.039999999999985,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0021240624999999957,-2.034847169415917
OGUSDT,Buy,41,22.956,23.1212832,22.26732,Bullish,2025-09-10T15:41:30.532930+00:00,2025-09-10T21:11:30.532930+05:30,Success,22,22.0,,5.04%,54.067557764071616,0.026697954334288454,0.013846378866423793,0.01285157546786466,23.04942979169589,22.8891,22.72877020830411,0.7086324671552459,66.1752661752668,5.0,3.0,0.0,22.884839108121326,0.11467413117590217,23.014515625,0.032296875000000114,0.14033262974658026,,7.55283610008546,,falling,-12070.5,4.0,6.689689540840119,15.0,10.0,0.0,5.0,0.7086324671552459,54.067557764071616,66.1752661752668,0.01285157546786466,0.11467413117590217,23.014515625,,7.55283610008546,,3.0,0.0,falling,-12070.5,0.032296875000000114,0.14033262974658026,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.31}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
