Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
ETHUSDT,Buy,47,4301.63,4332.601736,4172.5811,Bullish,2025-09-07T22:23:04.417469+00:00,2025-09-08T03:53:04.417469+05:30,Success,57,57.0,,5.04%,63.9049787039992,2.9183746179314767,1.9385488584711292,0.9798257594603474,4300.359709433818,4291.306500000001,4282.253290566183,1.0701569192377598,251.42592397927308,10.0,3.0,0.0,4288.175302200374,5.134726923995805,4291.2564062500005,1.7284374999999272,,12.58926661075602,,rising,37331.034999999996,8.0,13.579760243364317,15.0,5.0,0.0,5.0,1.0701569192377598,63.9049787039992,251.42592397927308,0.9798257594603474,5.134726923995805,4291.2564062500005,,12.58926661075602,,3.0,0.0,rising,37331.034999999996,5.040000000000068,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.42}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
MYXUSDT,Buy,43,3.5775,3.603258,3.470175,Bullish,2025-09-07T22:23:09.736365+00:00,2025-09-08T03:53:09.736365+05:30,Success,2,2.0,,5.04%,57.30506196966906,0.0419380998987835,0.05174654799422714,-0.009808448095443643,3.6132213760185463,3.53354,3.4538586239814535,0.7758486499390285,80.79603669957044,10.0,3.0,0.0,3.381651258122611,0.08789770854387134,3.5804875000000003,-0.006007812500000043,,13.423186284068619,,falling,-576794.0,4.0,9.0,15.0,10.0,0.0,5.0,0.7758486499390285,57.30506196966906,80.79603669957044,-0.009808448095443643,0.08789770854387134,3.5804875000000003,,13.423186284068619,,3.0,0.0,falling,-576794.0,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
DOGEUSDT,Buy,42,0.22533,0.22695238,0.2185701,Bullish,2025-09-07T22:23:11.503272+00:00,2025-09-08T03:53:11.503272+05:30,Success,20,20.0,,5.04%,74.12361250722637,0.000627304847320237,0.0005380358266122346,8.926902070800237e-05,0.22539995951353858,0.22409999999999997,0.22280004048646135,0.9730916567747004,230.19559381258742,10.0,3.0,0.0,0.22322093408399055,0.0004518793394046061,0.22450421874999998,0.0001520312499999621,,40.036721231854536,,rising,135166658.0,8.0,8.741213660741707,15.0,5.0,0.0,5.0,0.9730916567747004,74.12361250722637,230.19559381258742,8.926902070800237e-05,0.0004518793394046061,0.22450421874999998,,40.036721231854536,,3.0,0.0,rising,135166658.0,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.26}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
ENAUSDT,Buy,40,0.7416,0.74693952,0.719352,Bullish,2025-09-07T22:23:13.293319+00:00,2025-09-08T03:53:13.293319+05:30,Success,48,48.0,,5.04%,48.987532819636805,0.00040365930450392273,0.00081824128503452,-0.0004145819805305973,0.7451637577409952,0.742885,0.7406062422590048,0.21804813278685822,-74.12620220502116,10.0,3.0,0.0,0.7408244215018972,0.0020334366740055784,0.742609375,-0.0002062499999999634,,5.335313598623046,,falling,-5523874.0,6.0,4.0,15.0,10.0,0.0,5.0,0.21804813278685822,48.987532819636805,-74.12620220502116,-0.0004145819805305973,0.0020334366740055784,0.742609375,,5.335313598623046,,3.0,0.0,falling,-5523874.0,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
MUSDT,Buy,48,1.8646,1.87802512,1.808662,Bullish,2025-09-07T22:23:14.181934+00:00,2025-09-08T03:53:14.181934+05:30,Success,1,1.0,,5.04%,68.56499777856874,0.013777393904433666,0.00470785698279075,0.009069536921642916,1.8753030547982878,1.803305,1.731306945201712,0.9256712224498714,128.55440024939963,10.0,0.0,3.0,1.8221290069114053,0.019239195222609178,1.8587921875000002,0.0072640625000002235,,19.07125690066262,,rising,4395032.0,8.0,20.0,15.0,0.0,0.0,5.0,0.9256712224498714,68.56499777856874,128.55440024939963,0.009069536921642916,0.019239195222609178,1.8587921875000002,,19.07125690066262,,0.0,3.0,rising,4395032.0,5.039999999999984,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,
TRXUSDT,Buy,58,0.33004,0.33241629,0.3201388,Bullish,2025-09-07T22:23:17.703122+00:00,2025-09-08T03:53:17.703122+05:30,Inconclusive,300,,,5.04%,72.06965932421213,0.00031595370821130286,0.0002344196573114707,8.153405089983217e-05,0.33028659699564006,0.32933500000000004,0.32838340300436003,0.8704299210853409,144.2672741078192,10.0,3.0,0.0,0.32909166075263396,0.00024676276605734867,0.329696875,9.453125000002949e-05,,32.643886923908106,,rising,17136922.0,8.0,16.9299533428848,15.0,5.0,0.0,5.0,0.8704299210853409,72.06965932421213,144.2672741078192,8.153405089983217e-05,0.00024676276605734867,0.329696875,,32.643886923908106,,3.0,0.0,rising,17136922.0,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,58,50.0,58.0,9.453125000002949e-05
BNBUSDT,Buy,41,875.1,881.40072,848.847,Bullish,2025-09-07T22:23:19.475952+00:00,2025-09-08T03:53:19.475952+05:30,Success,56,56.0,,5.04%,53.617338721490434,-0.026851861697650747,-0.08607511174334997,0.05922325004569923,875.3295035682377,874.7395,874.1494964317624,0.8055066269148355,131.14491593273374,10.0,3.0,0.0,874.8152513916083,0.5414481937474662,874.7953125,0.06281249999994998,,-1.4536176724640342,,rising,2091.6200000000003,8.0,7.625104335946329,15.0,5.0,0.0,5.0,0.8055066269148355,53.617338721490434,131.14491593273374,0.05922325004569923,0.5414481937474662,874.7953125,,-1.4536176724640342,,3.0,0.0,rising,2091.6200000000003,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.37}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
1000PEPEUSDT,Buy,42,0.0098616,0.0099326,0.00956575,Bullish,2025-09-07T22:23:21.269783+00:00,2025-09-08T03:53:21.269783+05:30,Success,56,56.0,,5.04%,63.830346994009204,8.03318684290677e-06,4.484980654052029e-06,3.548206188854741e-06,0.009857979613204792,0.00982916,0.009800340386795208,1.0628111621325658,227.61090251704556,10.0,0.0,3.0,0.009826363781782772,1.7585887335031765e-05,0.0098291859375,4.6046874999997045e-06,,11.522135639427376,,rising,760059794.0,8.0,13.842345848700957,15.0,0.0,0.0,5.0,1.0628111621325658,63.830346994009204,227.61090251704556,3.548206188854741e-06,1.7585887335031765e-05,0.0098291859375,,11.522135639427376,,0.0,3.0,rising,760059794.0,5.039999999999979,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
LINKUSDT,Buy,47,22.328,22.4887616,21.65816,Bullish,2025-09-07T22:23:22.151824+00:00,2025-09-08T03:53:22.151824+05:30,Success,37,37.0,,5.04%,66.50857926172762,0.021083315772969513,0.014873480167494457,0.006209835605475056,22.314783809781453,22.25685,22.198916190218547,1.11406284403186,245.1620598145386,10.0,3.0,0.0,22.238489182011634,0.028186637587511103,22.26378125,0.00839062500000054,,15.773471998622291,,rising,177625.06000000003,8.0,14.287471911776949,15.0,5.0,0.0,5.0,1.11406284403186,66.50857926172762,245.1620598145386,0.006209835605475056,0.028186637587511103,22.26378125,,15.773471998622291,,3.0,0.0,rising,177625.06000000003,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.71}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
ADAUSDT,Buy,45,0.8322,0.83819184,0.807234,Bullish,2025-09-07T22:23:24.798769+00:00,2025-09-08T03:53:24.798769+05:30,Success,63,63.0,,5.04%,65.06753524510464,0.000643010977498415,0.0004915095582600454,0.00015150141923836956,0.8323471911024352,0.830135,0.8279228088975648,0.9667318292996755,172.78648629303896,10.0,3.0,0.0,0.8292248571461694,0.0011997076722900075,0.8292718749999999,0.00023906249999994245,,13.799777000825774,,rising,3961098.0,8.0,12.030766699007927,15.0,5.0,0.0,5.0,0.9667318292996755,65.06753524510464,172.78648629303896,0.00015150141923836956,0.0011997076722900075,0.8292718749999999,,13.799777000825774,,3.0,0.0,rising,3961098.0,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.97}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
