Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,CONFL_FLAG__RSI__30___CVD_falling
NEARUSDT,Sell,42,2.761,2.7411208,2.84383,Bearish,2025-09-14T06:38:13.004419+00:00,2025-09-14T12:08:13.004419+05:30,Success,277,277.0,,5.04%,37.69507208056925,-0.0012222702509476768,0.000111433623174459,-0.0013337038741221359,2.7832174381862256,2.7718,2.760382561813774,0.027039261179051133,-138.7185959851002,-10.0,0.0,3.0,2.7735209438764845,0.006702541677164975,2.7701718749999995,-0.002953125000000334,-0.10660439616225381,,-5.083718334707228,,falling,-269283.0,8.0,8.775635053189301,15.0,5.0,0.0,5.0,0.027039261179051133,37.69507208056925,-138.7185959851002,-0.0013337038741221359,0.006702541677164975,2.7701718749999995,,-5.083718334707228,,0.0,3.0,falling,-269283.0,-0.002953125000000334,-0.10660439616225381,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.22}]}",False,,,,,,,,,,Sell,42,not_in_gap_or_already_strong,42.0,
SEIUSDT,Sell,58,0.3373,0.33487144,0.347419,Bearish,2025-09-14T06:38:14.144073+00:00,2025-09-14T12:08:14.144073+05:30,Success,294,294.0,,5.04%,38.86152182984806,-0.00011233860058679213,0.00018576024114194185,-0.00029809884172873397,0.3411478952674696,0.339125,0.33710210473253044,0.048913868812668716,-145.36447275300634,-10.0,0.0,3.0,0.3388876266355625,0.000925825712953452,0.33842500000000003,-0.0005921874999999521,-0.17498337888747936,,-2.7762646576663323,,rising,1566550.0,8.0,16.72755833132636,15.0,5.0,0.0,5.0,0.048913868812668716,38.86152182984806,-145.36447275300634,-0.00029809884172873397,0.000925825712953452,0.33842500000000003,,-2.7762646576663323,,0.0,3.0,rising,1566550.0,-0.0005921874999999521,-0.17498337888747936,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,50.0,58.0,-0.0005921874999999521,-0.17498337888747936,False,0.6439631942771966,-0.17498337888747936,False,conditions_not_met,Sell,58,,,
BCHUSDT,Sell,41,591.45,587.19156,609.1935,Bearish,2025-09-14T06:38:15.333509+00:00,2025-09-14T12:08:15.333509+05:30,Inconclusive,600,,,5.04%,40.13643377508665,0.05260932157045772,0.18929532286512504,-0.13668600129466732,595.1684173958922,593.4530000000001,591.737582604108,-0.08382292402903743,-200.22753128555027,-10.0,0.0,3.0,593.276615682288,1.049600073374519,593.08015625,0.07078124999998181,0.011934516650755303,,1.9691252357215023,,falling,-7541.646,8.0,8.125441884283747,15.0,5.0,0.0,5.0,-0.08382292402903743,40.13643377508665,-200.22753128555027,-0.13668600129466732,1.049600073374519,593.08015625,,1.9691252357215023,,0.0,3.0,falling,-7541.646,0.07078124999998181,0.011934516650755303,5.039999999999941,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.87}]}",False,,,,,,,,,,Sell,41,not_in_gap_or_already_strong,41.0,
ETCUSDT,Sell,46,21.612,21.4563936,22.26036,Bearish,2025-09-14T06:38:16.503910+00:00,2025-09-14T12:08:16.503910+05:30,Success,288,288.0,,5.04%,35.57707498460067,-0.012513682868117826,-0.006452046723190299,-0.006061636144927527,21.75574199439926,21.68425,21.61275800560074,-0.005301332038013634,-140.61878628808296,-10.0,0.0,3.0,21.71928423733229,0.03918580455755941,21.68240625,-0.019375000000000142,-0.089358163372666,,-8.50962768531078,,rising,50016.65999999999,8.0,12.712550223756882,15.0,5.0,0.0,5.0,-0.005301332038013634,35.57707498460067,-140.61878628808296,-0.006061636144927527,0.03918580455755941,21.68240625,,-8.50962768531078,,0.0,3.0,rising,50016.65999999999,-0.019375000000000142,-0.089358163372666,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.29}]}",False,,,,,,,,,,Sell,46,not_in_gap_or_already_strong,46.0,
OPUSDT,Sell,49,0.8071,0.80128888,0.831313,Bearish,2025-09-14T06:38:19.941900+00:00,2025-09-14T12:08:19.941900+05:30,Success,74,74.0,,5.04%,37.310311568308094,-7.598365498406867e-05,0.0005358757014120256,-0.0006118593563960942,0.8154554438700665,0.8114399999999999,0.8074245561299334,-0.04041348110388804,-164.90187773541777,-10.0,0.0,3.0,0.8109040366774523,0.0020847342216513483,0.8109640624999999,-0.0009953125000001783,-0.12273201070487369,,-0.4573584304765331,,falling,-525666.7000000002,8.0,16.0438832926503,15.0,5.0,0.0,5.0,-0.04041348110388804,37.310311568308094,-164.90187773541777,-0.0006118593563960942,0.0020847342216513483,0.8109640624999999,,-0.4573584304765331,,0.0,3.0,falling,-525666.7000000002,-0.0009953125000001783,-0.12273201070487369,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Sell,49,not_in_gap_or_already_strong,49.0,
CRVUSDT,Sell,48,0.815,0.809132,0.83945,Bearish,2025-09-14T06:38:24.582197+00:00,2025-09-14T12:08:24.582197+05:30,Success,279,279.0,,5.04%,36.98568169503093,-0.0005989028344068892,3.94949763395466e-05,-0.0006383978107464358,0.824679181214928,0.82,0.8153208187850719,-0.03428150891532477,-154.7277936962748,-10.0,0.0,3.0,0.8199742069227429,0.002633545032008481,0.817890625,-0.0010624999999999662,-0.12990734549622282,,-6.447462523082158,,rising,133413.89999999988,8.0,14.817841453893589,15.0,5.0,0.0,5.0,-0.03428150891532477,36.98568169503093,-154.7277936962748,-0.0006383978107464358,0.002633545032008481,0.817890625,,-6.447462523082158,,0.0,3.0,rising,133413.89999999988,-0.0010624999999999662,-0.12990734549622282,5.039999999999987,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.18}]}",False,,,,,,,,,,Sell,48,not_in_gap_or_already_strong,48.0,
TIAUSDT,Sell,43,1.8277,1.81454056,1.882531,Bearish,2025-09-14T06:38:25.737772+00:00,2025-09-14T12:08:25.737772+05:30,Success,247,247.0,,5.04%,39.827166100939095,-6.64323638424058e-05,0.0008747002014332474,-0.0009411325652756532,1.8428013604789346,1.83493,1.8270586395210653,0.040740128764984465,-123.46193228163057,-10.0,0.0,3.0,1.8350962877280412,0.0044857817251913925,1.8347171875000001,-0.0019437499999999108,-0.10594275854844308,,0.07109862600452398,,rising,328082.0,8.0,10.035283246121825,15.0,5.0,0.0,5.0,0.040740128764984465,39.827166100939095,-123.46193228163057,-0.0009411325652756532,0.0044857817251913925,1.8347171875000001,,0.07109862600452398,,0.0,3.0,rising,328082.0,-0.0019437499999999108,-0.10594275854844308,5.039999999999966,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.96}]}",False,,,,,,,,,,Sell,43,not_in_gap_or_already_strong,43.0,
TRXUSDT,Sell,43,0.3505,0.3479764,0.361015,Bearish,2025-09-14T06:38:26.878589+00:00,2025-09-14T12:08:26.878589+05:30,Success,437,437.0,,5.04%,39.527120012766694,2.9631780551986342e-05,0.0001451508730763522,-0.00011551909252436587,0.3517834941791972,0.351111,0.3504385058208028,0.04572097506521451,-143.0436556507556,-10.0,3.0,0.0,0.35076193109517395,0.0002859570986253691,0.35120953125,-0.00020109374999999208,-0.05725748651646028,,3.0195654834548513,,falling,-2136985.0,8.0,14.695364213416378,15.0,0.0,0.0,5.0,0.04572097506521451,39.527120012766694,-143.0436556507556,-0.00011551909252436587,0.0002859570986253691,0.35120953125,,3.0195654834548513,,3.0,0.0,falling,-2136985.0,-0.00020109374999999208,-0.05725748651646028,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,,,,,,,,,,Sell,43,not_in_gap_or_already_strong,43.0,
APTUSDT,Sell,40,4.6062,4.57303536,4.744386,Bearish,2025-09-14T06:38:28.017978+00:00,2025-09-14T12:08:28.017978+05:30,Success,285,285.0,,5.04%,45.856336202964286,0.004263168572883558,0.00659478822589532,-0.002331619653011762,4.638708855045041,4.617610000000001,4.5965111449549605,0.22960618062820703,-74.11837492266497,-10.0,0.0,3.0,4.610331900894075,0.009372537335916684,4.624826562500001,-0.0045687499999989,-0.09878748831457176,,12.308775780091306,,rising,330202.89999999997,4.0,10.970514671394394,15.0,5.0,0.0,5.0,0.22960618062820703,45.856336202964286,-74.11837492266497,-0.002331619653011762,0.009372537335916684,4.624826562500001,,12.308775780091306,,0.0,3.0,rising,330202.89999999997,-0.0045687499999989,-0.09878748831457176,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.03}]}",False,,,,,,,,,,Sell,40,not_in_gap_or_already_strong,40.0,
MANAUSDT,Sell,59,0.3595,0.3569116,0.370285,Bearish,2025-09-14T06:38:29.202684+00:00,2025-09-14T12:08:29.202684+05:30,Success,70,70.0,,5.04%,40.259062684673765,-9.028083957113298e-05,0.00037797144904733074,-0.0004682522886184637,0.36561311844234823,0.362235,0.3588568815576517,0.09518885339929228,-114.81815449354136,-10.0,0.0,3.0,0.3614430646110341,0.0012981727992928758,0.3602109375,-0.0007109374999999529,-0.19736699416573183,,-1.1964891104515714,,rising,3008611.0,8.0,17.65682514143308,15.0,5.0,0.0,5.0,0.09518885339929228,40.259062684673765,-114.81815449354136,-0.0004682522886184637,0.0012981727992928758,0.3602109375,,-1.1964891104515714,,0.0,3.0,rising,3008611.0,-0.0007109374999999529,-0.19736699416573183,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,51.0,59.0,-0.0007109374999999529,-0.19736699416573183,False,0.7214020951194234,-0.19736699416573183,False,conditions_not_met,Sell,59,,,
LDOUSDT,Sell,48,1.2735,1.2643308,1.311705,Bearish,2025-09-14T06:38:30.379187+00:00,2025-09-14T12:08:30.379187+05:30,Success,8,8.0,,5.04%,37.61983827674091,-0.0006145881349366444,0.00013016971769285083,-0.0007447578526294953,1.2850303258048026,1.27957,1.2741096741951976,-0.05582763895345823,-166.50888818765281,-10.0,0.0,3.0,1.2800917555933473,0.0032298567082494015,1.279425,-0.0012890624999999378,-0.1007532680696358,,-4.778164495221499,,falling,-532230.0,8.0,14.534049983534961,15.0,5.0,0.0,5.0,-0.05582763895345823,37.61983827674091,-166.50888818765281,-0.0007447578526294953,0.0032298567082494015,1.279425,,-4.778164495221499,,0.0,3.0,falling,-532230.0,-0.0012890624999999378,-0.1007532680696358,5.040000000000054,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.47}]}",False,,,,,,,,,,Sell,48,not_in_gap_or_already_strong,48.0,
TAOUSDT,Sell,59,354.37,351.818536,365.0011,Bearish,2025-09-14T06:38:31.539264+00:00,2025-09-14T12:08:31.539264+05:30,Success,8,8.0,,5.04%,32.43676771083611,-0.2998364237760711,-0.025604293581242617,-0.2742321301948285,358.2942490843618,356.392,354.4897509156382,-0.03147613964507538,-162.9912476402951,-10.0,0.0,3.0,356.2710522023738,0.7022403939494001,355.40984375000005,-0.4862499999999841,-0.13681388080573784,,-10.783185197088114,,falling,-990.6810000000007,8.0,18.372247995677274,15.0,5.0,0.0,5.0,-0.03147613964507538,32.43676771083611,-162.9912476402951,-0.2742321301948285,0.7022403939494001,355.40984375000005,,-10.783185197088114,,0.0,3.0,falling,-990.6810000000007,-0.4862499999999841,-0.13681388080573784,5.04000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,51.0,59.0,-0.4862499999999841,-0.13681388080573784,False,0.7810206663064395,-0.13681388080573784,False,conditions_not_met,Sell,59,,,
XPINUSDT,Sell,45,0.0016636,0.00165162,0.00171351,Bearish,2025-09-14T06:38:32.699589+00:00,2025-09-14T12:08:32.699589+05:30,Fail,11,,11.0,5.04%,74.77546222902158,2.3362549415814355e-05,1.7646530712808735e-05,5.71601870300562e-06,0.0016580233988957571,0.001608915,0.001559806601104243,1.0567784862634237,172.42479965877692,-10.0,3.0,0.0,0.0015849085462015817,2.4197009020687066e-05,0.0016302765625,1.0564062499999983e-05,0.6479920488950771,,32.98504497841589,,rising,592630876.0,32.0,0.0,8.0,0.0,0.0,5.0,1.0567784862634237,74.77546222902158,172.42479965877692,5.71601870300562e-06,2.4197009020687066e-05,0.0016302765625,,32.98504497841589,,3.0,0.0,rising,592630876.0,1.0564062499999983e-05,0.6479920488950771,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,,,,,,,,,,Sell,45,not_in_gap_or_already_strong,45.0,
