Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope
WLDUSDT,Buy,40,1.8738,1.88729136,1.817586,Bearish,2025-09-09T03:56:53.396353+00:00,2025-09-09T09:26:53.396353+05:30,Success,8,8.0,,5.04%,69.32972341456392,0.0326979625065289,0.02325452862362592,0.009443433882902981,1.8796804975123522,1.77141,1.6631395024876476,0.9728434908517835,140.72724180243213,-5.0,3.0,0.0,1.7365654658000556,0.03524880612147707,1.8519890625000002,0.011545312500000016,,27.066944939863568,,rising,28308786.0,8.0,15.429789775250814,7.0,5.0,0.0,5.0,0.9728434908517835,69.32972341456392,140.72724180243213,0.009443433882902981,0.03524880612147707,1.8519890625000002,,27.066944939863568,,3.0,0.0,rising,28308786.0,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,
DOGEUSDT,Sell,41,0.23637,0.23466814,0.2434611,Bearish,2025-09-09T03:56:55.036362+00:00,2025-09-09T09:26:55.036362+05:30,Inconclusive,300,,,5.04%,51.68164189180852,-0.0003425715261129725,-0.0006640575554702921,0.0003214860293573196,0.23691023747297224,0.235453,0.23399576252702775,0.8146364326363528,106.27760674607792,-5.0,0.0,3.0,0.23714877077750837,0.0008483129266111432,0.235721875,0.00028593749999999973,,-10.979293741461271,,falling,-154323291.0,12.0,4.0,15.0,5.0,0.0,5.0,0.8146364326363528,51.68164189180852,106.27760674607792,0.0003214860293573196,0.0008483129266111432,0.235721875,,-10.979293741461271,,0.0,3.0,falling,-154323291.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,
XRPUSDT,Sell,41,2.9474,2.92617872,3.035822,Bearish,2025-09-09T03:56:56.643926+00:00,2025-09-09T09:26:56.643926+05:30,Fail,276,,276.0,5.04%,54.64504790946863,-0.0020439707536401563,-0.003789453310299023,0.0017454825566588666,2.9509241279183307,2.94126,2.9315958720816697,0.8176696361993374,95.17281647056373,-5.0,0.0,3.0,2.9498794764226623,0.005136166038801722,2.9390421875,0.0022718750000003674,,-12.637027135433982,,falling,-8866601.6,12.0,4.0,15.0,5.0,0.0,5.0,0.8176696361993374,54.64504790946863,95.17281647056373,0.0017454825566588666,0.005136166038801722,2.9390421875,,-12.637027135433982,,0.0,3.0,falling,-8866601.6,5.039999999999949,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,
SUIUSDT,Sell,41,3.4573,3.43240744,3.561019,Bearish,2025-09-09T03:57:06.549540+00:00,2025-09-09T09:27:06.549540+05:30,Fail,162,,162.0,5.04%,53.54233105298326,-0.003876462058208574,-0.007137706775887182,0.0032612447176786083,3.4636716169934827,3.4455649999999998,3.427458383006517,0.8240528035751798,96.47161954853904,-5.0,0.0,3.0,3.459987447741331,0.009710926996005202,3.44483125,0.0038343749999998344,,-11.067851942507158,,falling,-1862574.9,12.0,4.0,15.0,5.0,0.0,5.0,0.8240528035751798,53.54233105298326,96.47161954853904,0.0032612447176786083,0.009710926996005202,3.44483125,,-11.067851942507158,,0.0,3.0,falling,-1862574.9,5.0400000000000125,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,
1000PEPEUSDT,Buy,43,0.0103339,0.0104083,0.01002388,Bearish,2025-09-09T03:57:08.175432+00:00,2025-09-09T09:27:08.175432+05:30,Success,133,133.0,,5.04%,63.77787464128395,1.425337356884479e-05,1.054160071880149e-06,1.3199213496964641e-05,0.010327706072911957,0.010245725,0.010163743927088045,1.0377765676151574,191.67747693043682,-5.0,3.0,0.0,0.01026105254061747,3.666490324430422e-05,0.010288678125,1.3042187500001204e-05,,9.286151166094962,,rising,942171076.0,8.0,17.639900719671537,7.0,5.0,0.0,5.0,1.0377765676151574,63.77787464128395,191.67747693043682,1.3199213496964641e-05,3.666490324430422e-05,0.010288678125,,9.286151166094962,,3.0,0.0,rising,942171076.0,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,
LINKUSDT,Buy,49,23.16,23.326752,22.4652,Bearish,2025-09-09T03:57:09.840189+00:00,2025-09-09T09:27:09.840189+05:30,Success,125,125.0,,5.04%,62.98692122296884,0.017400350573499423,-0.01270326670243208,0.030103617275931506,23.13323272548318,22.973,22.81276727451682,1.0835262410849746,210.4962358598379,-5.0,3.0,0.0,23.024935549635714,0.07490298115322015,23.029015625,0.036640624999996874,,5.210808198311946,,falling,-432633.62000000017,8.0,18.64563497338578,7.0,10.0,0.0,5.0,1.0835262410849746,62.98692122296884,210.4962358598379,0.030103617275931506,0.07490298115322015,23.029015625,,5.210808198311946,,3.0,0.0,falling,-432633.62000000017,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,
ADAUSDT,Sell,43,0.8656,0.85936768,0.891568,Bearish,2025-09-09T03:57:11.460019+00:00,2025-09-09T09:27:11.460019+05:30,Fail,208,,208.0,5.04%,61.69383600834181,-5.176181503574462e-05,-0.0011231233790683667,0.001071361564032622,0.8653635423155376,0.859905,0.8544464576844625,1.0216594166348574,167.02842377260703,-5.0,3.0,0.0,0.8626533077999041,0.002420734464199718,0.8607187500000002,0.0013843750000001043,,-1.178725938440675,,rising,1972137.0,26.0,4.0,8.0,0.0,0.0,5.0,1.0216594166348574,61.69383600834181,167.02842377260703,0.001071361564032622,0.002420734464199718,0.8607187500000002,,-1.178725938440675,,3.0,0.0,rising,1972137.0,5.039999999999966,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,
AVAXUSDT,Sell,42,25.134,24.9530352,25.88802,Bearish,2025-09-09T03:57:17.988454+00:00,2025-09-09T09:27:17.988454+05:30,Fail,169,,169.0,5.04%,56.78842797563557,-0.013842170452441849,-0.04088949771838357,0.027047327265941723,25.133397408920764,25.01165,24.889902591079235,1.0024747593586496,169.11817984203554,-5.0,0.0,3.0,25.125924305066206,0.07009224365161028,25.042453125,0.030343750000000114,,-5.440172647472174,,falling,-257969.0,20.0,4.0,8.0,5.0,0.0,5.0,1.0024747593586496,56.78842797563557,169.11817984203554,0.027047327265941723,0.07009224365161028,25.042453125,,-5.440172647472174,,0.0,3.0,falling,-257969.0,5.040000000000047,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,
MUSDT,Buy,54,1.8298,1.84297456,1.774906,Bearish,2025-09-09T03:57:22.908046+00:00,2025-09-09T09:27:22.908046+05:30,Success,20,20.0,,5.04%,28.69681112147272,-0.033576898882395456,-0.029145036719592794,-0.004431862162802662,1.964465485890518,1.89873,1.832994514109482,-0.024298246724778618,-210.72985480447528,-5.0,0.0,3.0,1.9493933811454394,0.02682024836710012,1.8665562500000001,-0.013817187499999939,,-33.86719398276328,,falling,-2221080.0,32.0,0.0,0.0,5.0,12.0,5.0,-0.024298246724778618,28.69681112147272,-210.72985480447528,-0.004431862162802662,0.02682024836710012,1.8665562500000001,,-33.86719398276328,,0.0,3.0,falling,-2221080.0,5.03999999999998,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.013817187499999939
AAVEUSDT,Sell,41,300.28,298.117984,309.2884,Bearish,2025-09-09T03:57:34.219938+00:00,2025-09-09T09:27:34.219938+05:30,Fail,202,,202.0,5.04%,52.636690564713156,-0.36849561685568233,-0.565385787677117,0.19689017082143467,300.655782217525,299.5475,298.43921778247505,0.8304663687719337,101.67011382660195,-5.0,0.0,3.0,300.7428488040908,0.7423511932570709,299.27625,0.15468750000002274,,-14.178090603457417,,falling,-1733.1999999999998,12.0,4.0,15.0,5.0,0.0,5.0,0.8304663687719337,52.636690564713156,101.67011382660195,0.19689017082143467,0.7423511932570709,299.27625,,-14.178090603457417,,0.0,3.0,falling,-1733.1999999999998,5.039999999999987,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,
